batch_id,product_id,production_date,quantity_produced,defect_quantity
4318,19,2024-04-28,768,5
4319,13,2023-07-07,289,36
4320,4,2023-09-05,855,2
4321,18,2023-09-27,964,18
4322,21,2024-08-20,608,46
4323,42,2024-10-06,458,26
4324,47,2024-11-05,222,35
4325,34,2023-04-21,258,17
4326,11,2024-10-01,893,25
4327,27,2023-11-12,611,12
4328,45,2024-10-18,826,36
4329,21,2023-07-14,495,17
4330,3,2024-03-13,857,14
4331,29,2024-10-08,678,11
4332,8,2023-12-10,863,45
4333,48,2023-02-23,382,50
4334,16,2024-01-03,393,13
4335,46,2024-01-05,566,32
4336,33,2024-03-04,644,11
4337,35,2024-10-23,777,1
4338,10,2024-03-26,750,17
4339,40,2023-12-18,946,32
4340,40,2023-09-08,902,16
4341,33,2024-05-19,749,48
4342,44,2023-10-30,814,1
4343,5,2023-10-25,954,37
4344,20,2024-05-27,865,13
4345,30,2024-04-18,361,27
4346,36,2023-06-15,899,49
4347,9,2023-03-14,321,22
4348,9,2024-09-18,372,23
4349,43,2023-03-30,280,25
4350,9,2023-09-29,797,29
4351,40,2024-10-08,637,19
4352,8,2024-07-26,713,49
4353,10,2024-10-26,315,49
4354,10,2024-02-14,756,9
4355,21,2023-07-11,315,2
4356,25,2023-09-13,457,40
4357,36,2024-10-22,994,46
4358,34,2023-06-01,412,42
4359,32,2023-12-30,930,0
4360,11,2023-09-02,431,0
4361,43,2023-03-30,601,39
4362,26,2024-03-22,309,33
4363,41,2023-04-24,226,15
4364,17,2024-09-22,255,35
4365,31,2023-08-07,380,33
4366,18,2023-09-27,217,25
4367,42,2024-01-13,853,38
4368,33,2023-05-08,966,13
4369,15,2024-05-25,785,18
4370,8,2024-03-28,829,44
4371,33,2023-10-24,802,41
4372,10,2023-02-20,683,41
4373,23,2023-11-05,534,32
4374,30,2023-05-05,447,22
4375,14,2024-04-14,680,48
4376,3,2023-10-30,771,26
4377,31,2023-03-21,662,14
4378,46,2024-10-01,866,6
4379,17,2024-02-27,307,48
4380,4,2024-11-03,551,4
4381,40,2023-06-22,295,37
4382,38,2024-11-06,237,35
4383,17,2023-05-07,976,25
4384,6,2023-01-29,911,16
4385,36,2023-11-01,472,6
4386,32,2024-08-24,917,24
4387,48,2024-03-21,491,32
4388,27,2024-10-12,667,8
4389,48,2023-01-01,687,2
4390,43,2024-07-10,381,0
4391,36,2023-11-16,778,3
4392,47,2024-07-14,292,9
4393,22,2024-02-09,228,44
4394,17,2024-11-24,731,16
4395,9,2023-12-14,866,31
4396,16,2024-03-14,425,6
4397,23,2024-11-12,760,27
4398,13,2023-04-25,301,34
4399,6,2023-07-22,916,19
4400,44,2023-08-28,897,32
4401,36,2023-08-31,583,43
4402,20,2024-08-11,840,19
4403,5,2024-12-18,543,43
4404,19,2023-07-19,664,3
4405,9,2023-11-04,621,34
4406,39,2023-03-26,457,49
4407,14,2023-04-02,546,0
4408,43,2024-11-29,894,0
4409,43,2023-02-01,412,31
4410,7,2023-07-03,377,3
4411,41,2023-10-27,567,19
4412,25,2023-09-04,934,27
4413,10,2024-04-07,531,33
4414,33,2023-05-02,567,33
4415,44,2024-07-13,344,50
4416,50,2024-09-19,218,46
4417,23,2023-03-18,207,20
4418,26,2024-04-28,669,34
4419,20,2023-04-05,513,16
4420,5,2023-07-08,791,7
4421,47,2023-09-14,567,14
4422,21,2024-11-04,827,5
4423,35,2024-07-25,510,14
4424,24,2023-01-25,473,19
4425,16,2023-07-27,566,23
4426,5,2023-05-29,592,39
4427,23,2024-10-17,513,4
4428,14,2023-01-05,781,43
4429,18,2023-08-11,791,4
4430,18,2024-11-03,766,37
4431,48,2023-09-21,336,50
4432,7,2023-03-20,603,22
4433,41,2024-10-27,871,47
4434,42,2023-11-01,824,25
4435,47,2023-11-20,801,2
4436,21,2024-09-19,496,44
4437,2,2023-07-02,562,6
4438,42,2024-12-04,631,1
4439,44,2023-01-20,283,47
4440,33,2024-07-20,250,40
4441,19,2024-08-09,811,12
4442,26,2024-05-24,425,27
4443,10,2024-11-14,973,12
4444,39,2023-02-02,393,38
4445,1,2023-09-13,881,1
4446,8,2023-03-03,254,0
4447,1,2024-09-19,500,20
4448,1,2024-04-17,620,2
4449,3,2024-08-03,968,40
4450,2,2024-06-15,588,32
4451,30,2024-03-27,926,18
4452,14,2023-02-18,899,11
4453,16,2024-09-14,447,4
4454,49,2023-06-06,670,35
4455,36,2024-05-20,665,15
4456,4,2024-11-07,292,21
4457,14,2023-10-31,319,38
4458,47,2024-01-02,596,18
4459,16,2023-11-12,363,26
4460,2,2024-08-06,633,40
4461,31,2023-02-23,854,0
4462,21,2023-05-18,373,5
4463,25,2024-09-22,958,17
4464,42,2023-07-23,230,50
4465,49,2024-01-06,652,6
4466,36,2024-06-14,520,49
4467,26,2023-03-24,811,26
4468,22,2024-11-11,888,39
4469,22,2024-10-06,714,2
4470,49,2023-04-30,974,17
4471,30,2023-11-01,253,23
4472,28,2024-07-19,209,22
4473,42,2023-03-31,943,15
4474,17,2024-02-08,410,34
4475,28,2024-07-09,734,18
4476,39,2023-12-08,858,23
4477,36,2023-06-24,387,25
4478,28,2023-05-03,245,6
4479,1,2023-01-31,940,27
4480,46,2023-03-19,705,29
4481,8,2024-08-11,604,38
4482,23,2024-09-17,556,22
4483,12,2024-08-02,848,36
4484,29,2024-02-17,523,9
4485,22,2023-07-12,328,37
4486,21,2024-05-08,806,39
4487,31,2023-10-08,534,7
4488,24,2024-10-02,725,5
4489,4,2023-10-05,410,8
4490,38,2023-01-08,989,37
4491,20,2024-05-30,540,4
4492,1,2023-12-23,455,14
4493,20,2023-10-16,858,38
4494,8,2023-02-11,566,23
4495,45,2023-01-19,812,16
4496,10,2023-03-18,319,35
4497,22,2023-05-10,989,19
4498,19,2023-01-09,454,26
4499,14,2023-08-23,991,12
4500,21,2023-04-03,611,38
4501,32,2024-02-19,598,13
4502,13,2024-01-30,735,28
4503,8,2024-07-06,484,43
4504,36,2023-04-14,612,6
4505,16,2023-07-05,978,11
4506,17,2024-09-04,763,27
4507,38,2024-11-21,602,35
4508,15,2024-04-02,919,15
4509,41,2024-07-05,459,43
4510,35,2024-10-21,390,16
4511,33,2023-02-22,217,29
4512,24,2024-06-28,665,0
4513,18,2024-01-18,812,1
4514,8,2023-03-26,949,30
4515,40,2023-09-13,966,23
4516,30,2024-04-22,994,22
4517,31,2024-08-18,543,42
4518,23,2023-12-24,481,46
4519,26,2023-10-18,560,9
4520,16,2023-04-28,652,40
4521,47,2024-02-19,820,33
4522,38,2023-02-01,921,10
4523,46,2023-05-07,324,46
4524,50,2023-12-07,267,15
4525,41,2023-05-25,288,25
4526,16,2023-02-15,520,20
4527,14,2024-02-16,583,33
4528,37,2024-03-27,929,48
4529,23,2023-06-21,529,23
4530,14,2024-03-06,461,23
4531,34,2024-08-02,218,4
4532,31,2024-07-15,365,13
4533,6,2023-10-08,987,27
4534,39,2024-05-04,938,43
4535,42,2024-10-27,574,39
4536,7,2023-03-03,422,40
4537,30,2024-07-16,596,16
4538,36,2024-07-28,666,27
4539,4,2023-09-06,269,0
4540,10,2024-05-20,679,29
4541,23,2023-06-24,490,48
4542,19,2024-03-15,243,21
4543,20,2023-08-27,632,21
4544,43,2024-08-17,448,3
4545,6,2023-06-21,514,16
4546,49,2023-10-18,358,15
4547,27,2023-04-14,639,1
4548,9,2023-11-05,376,50
4549,1,2024-09-17,497,6
4550,23,2024-02-15,928,34
4551,17,2023-11-27,284,0
4552,7,2023-11-28,347,28
4553,9,2024-07-26,738,14
4554,14,2024-10-20,416,15
4555,40,2024-04-30,572,47
4556,1,2024-11-11,583,17
4557,49,2024-08-05,806,20
4558,5,2024-03-23,521,26
4559,30,2023-07-06,244,22
4560,4,2024-04-22,667,2
4561,35,2024-01-01,338,13
4562,38,2023-05-04,698,26
4563,24,2023-06-28,991,41
4564,31,2023-10-03,244,21
4565,19,2023-01-06,429,21
4566,1,2024-06-17,699,38
4567,4,2024-06-23,454,15
4568,23,2023-07-23,718,1
4569,8,2023-04-22,478,28
4570,36,2023-07-09,260,41
4571,10,2023-01-30,815,48
4572,50,2024-02-29,806,37
4573,17,2024-02-03,213,15
4574,4,2023-06-06,677,8
4575,47,2023-10-24,677,20
4576,35,2024-05-21,793,43
4577,41,2024-02-24,260,42
4578,11,2023-12-14,847,20
4579,25,2023-12-20,965,16
4580,50,2023-02-18,231,44
4581,24,2023-04-07,621,6
4582,22,2024-02-16,735,29
4583,38,2023-06-14,783,42
4584,21,2023-10-15,237,42
4585,1,2024-01-12,959,49
4586,2,2024-10-18,216,40
4587,27,2024-02-19,409,31
4588,36,2024-05-07,676,4
4589,46,2024-05-02,781,9
4590,15,2024-08-20,288,10
4591,15,2024-06-24,319,46
4592,38,2023-02-13,214,41
4593,16,2023-01-28,840,0
4594,26,2024-08-09,804,41
4595,41,2023-10-08,931,6
4596,15,2023-10-06,479,46
4597,3,2024-04-01,503,4
4598,36,2023-05-05,956,35
4599,2,2023-10-18,207,3
4600,29,2023-01-06,526,15
4601,2,2024-06-28,820,26
4602,40,2024-03-05,230,41
4603,8,2024-05-21,301,19
4604,33,2023-03-08,579,18
4605,31,2023-10-30,704,16
4606,40,2024-07-13,375,1
4607,7,2024-12-21,953,12
4608,32,2023-10-02,479,25
4609,25,2024-01-15,316,30
4610,29,2023-01-17,668,50
4611,13,2024-11-06,866,38
4612,12,2023-05-07,544,21
4613,49,2024-11-16,999,8
4614,43,2024-01-24,909,48
4615,12,2024-01-09,907,34
4616,24,2024-08-13,304,21
4617,10,2024-06-25,924,32
4618,33,2023-03-10,979,4
4619,13,2023-03-18,503,7
4620,3,2024-03-13,930,13
4621,43,2024-09-22,372,31
4622,20,2023-08-23,560,40
4623,25,2023-06-02,426,5
4624,27,2024-10-26,302,46
4625,7,2023-05-19,741,6
4626,4,2024-07-29,321,41
4627,42,2023-08-05,248,45
4628,6,2023-06-02,284,11
4629,23,2024-08-15,331,15
4630,10,2023-12-06,854,50
4631,34,2023-01-29,290,50
4632,21,2024-11-29,293,48
4633,19,2024-05-11,950,32
4634,8,2024-10-20,294,41
4635,27,2024-09-17,213,34
4636,25,2024-03-09,612,37
4637,22,2023-01-10,778,9
4638,15,2023-05-09,371,6
4639,26,2024-08-27,756,18
4640,10,2024-10-07,865,9
4641,6,2024-11-25,1000,9
4642,16,2023-11-08,814,11
4643,15,2024-05-03,852,12
4644,18,2023-07-11,487,27
4645,45,2024-09-10,835,13
4646,14,2023-03-01,247,34
4647,45,2024-09-06,877,19
4648,40,2023-01-30,783,13
4649,14,2024-05-21,958,16
4650,25,2024-12-18,800,12
4651,50,2023-02-06,643,35
4652,39,2023-06-14,676,37
4653,39,2024-04-02,491,0
4654,49,2024-10-28,898,8
4655,13,2024-01-18,205,13
4656,15,2023-08-01,892,9
4657,45,2023-06-16,790,45
4658,15,2023-11-30,626,2
4659,5,2023-08-18,515,9
4660,45,2023-12-29,395,48
4661,18,2024-01-05,306,26
4662,42,2024-03-06,683,3
4663,22,2023-01-30,749,1
4664,1,2023-03-19,352,3
4665,47,2023-03-18,712,43
4666,5,2023-02-11,239,23
4667,32,2023-10-16,514,37
4668,27,2024-04-09,374,33
4669,25,2023-06-08,340,30
4670,16,2024-02-05,554,14
4671,37,2024-01-18,1000,0
4672,16,2024-06-28,276,8
4673,29,2024-08-25,449,19
4674,18,2024-01-26,485,36
4675,21,2023-05-09,753,50
4676,25,2023-05-25,906,29
4677,49,2023-07-15,943,12
4678,37,2023-07-30,838,8
4679,9,2024-02-06,967,15
4680,20,2024-10-15,270,0
4681,1,2024-01-15,719,12
4682,38,2024-03-30,541,5
4683,11,2023-11-03,704,47
4684,45,2024-05-09,726,41
4685,34,2023-06-14,896,36
4686,3,2023-03-28,690,46
4687,48,2024-07-28,997,12
4688,46,2024-10-01,204,8
4689,22,2024-02-06,393,31
4690,23,2024-05-09,445,42
4691,29,2023-09-30,545,25
4692,4,2023-06-11,747,37
4693,22,2023-10-17,436,39
4694,13,2023-07-31,475,4
4695,9,2024-08-31,614,35
4696,15,2023-01-08,367,13
4697,8,2023-11-22,954,18
4698,34,2023-04-21,309,46
4699,37,2024-07-09,493,19
4700,39,2023-01-23,757,36
4701,29,2024-01-09,311,31
4702,29,2023-06-16,255,16
4703,8,2024-05-09,685,5
4704,42,2023-01-09,868,44
4705,38,2023-08-16,254,9
4706,24,2023-05-22,953,36
4707,15,2024-10-27,394,24
4708,21,2023-12-21,959,10
4709,34,2023-08-10,781,19
4710,3,2023-10-19,373,12
4711,35,2023-08-27,465,34
4712,26,2023-05-04,871,38
4713,20,2023-11-06,212,9
4714,40,2023-05-24,508,18
4715,5,2024-10-12,412,2
4716,41,2024-10-24,741,25
4717,50,2023-07-14,371,37
4718,29,2024-01-03,757,8
4719,42,2024-05-13,937,0
4720,43,2024-07-10,711,45
4721,36,2024-09-18,709,44
4722,25,2024-10-13,876,31
4723,41,2023-01-30,754,37
4724,24,2023-12-25,616,9
4725,7,2024-05-26,241,12
4726,27,2024-06-08,943,31
4727,43,2023-07-21,901,5
4728,7,2024-05-27,414,5
4729,31,2023-07-07,644,27
4730,20,2023-04-13,352,38
4731,15,2023-11-19,283,37
4732,37,2024-07-02,790,30
4733,43,2023-06-17,585,34
4734,10,2024-02-15,787,32
4735,18,2023-09-19,596,6
4736,12,2024-08-12,422,9
4737,8,2023-08-15,542,17
4738,47,2023-06-12,648,32
4739,32,2023-08-28,251,46
4740,50,2024-04-05,787,30
4741,14,2023-02-01,604,9
4742,6,2024-03-16,472,14
4743,47,2023-07-14,414,10
4744,21,2023-02-20,464,26
4745,18,2023-10-21,523,40
4746,23,2023-03-13,962,35
4747,3,2024-06-03,552,40
4748,4,2024-11-25,728,34
4749,22,2024-10-17,413,26
4750,28,2023-02-02,909,43
4751,3,2023-07-02,875,18
4752,49,2023-12-23,866,12
4753,4,2024-05-07,898,38
4754,10,2023-08-19,949,41
4755,38,2024-12-06,917,39
4756,23,2024-01-14,240,6
4757,40,2024-02-06,368,17
4758,10,2024-05-11,794,8
4759,50,2023-04-10,771,38
4760,35,2023-01-15,890,3
4761,20,2024-10-18,798,35
4762,23,2023-12-22,290,18
4763,27,2023-01-04,379,30
4764,33,2024-01-11,517,9
4765,2,2023-11-28,896,3
4766,30,2024-03-26,495,46
4767,5,2024-03-14,623,33
4768,9,2024-05-11,623,43
4769,10,2024-03-01,333,45
4770,23,2023-06-14,947,42
4771,38,2023-07-28,368,15
4772,14,2024-11-22,730,37
4773,45,2023-06-23,350,47
4774,11,2024-09-14,833,17
4775,34,2023-07-25,593,45
4776,14,2023-09-24,260,25
4777,10,2024-05-22,691,50
4778,11,2023-04-15,946,17
4779,25,2024-06-19,810,40
4780,10,2024-02-11,490,30
4781,20,2024-06-20,981,43
4782,4,2024-09-08,329,0
4783,41,2023-07-08,602,13
4784,9,2024-06-06,285,14
4785,46,2023-02-11,850,49
4786,33,2024-03-12,800,18
4787,9,2023-04-03,717,35
4788,19,2023-06-17,833,31
4789,39,2024-11-09,927,31
4790,28,2023-12-21,885,17
4791,18,2024-09-21,460,14
4792,26,2023-09-14,814,31
4793,49,2023-11-05,920,42
4794,14,2023-04-30,272,26
4795,29,2024-11-29,275,45
4796,25,2024-09-04,950,18
4797,33,2023-08-16,789,8
4798,22,2023-04-02,363,32
4799,7,2024-07-02,408,17
4800,10,2024-05-28,899,42
4801,24,2023-03-27,210,50
4802,20,2023-07-25,239,24
4803,32,2023-12-28,963,19
4804,33,2024-04-20,414,14
4805,43,2024-03-12,624,2
4806,12,2023-09-13,736,13
4807,5,2024-03-01,224,20
4808,34,2024-02-10,874,28
4809,25,2023-05-31,949,25
4810,37,2023-04-11,582,16
4811,24,2023-05-05,641,15
4812,13,2024-06-07,461,49
4813,7,2024-08-15,368,28
4814,37,2024-01-17,398,11
4815,4,2023-03-17,578,20
4816,12,2023-08-14,287,46
4817,20,2024-06-20,860,32
4818,21,2024-08-08,705,39
4819,48,2024-08-21,267,22
4820,40,2023-03-07,200,13
4821,29,2023-04-19,541,28
4822,9,2024-08-09,733,14
4823,7,2024-03-16,392,26
4824,4,2023-06-25,635,16
4825,27,2023-04-06,542,26
4826,26,2023-04-07,570,42
4827,45,2023-02-06,644,4
4828,36,2023-07-05,723,44
4829,40,2023-02-05,595,9
4830,1,2024-04-16,214,33
4831,42,2023-11-11,257,44
4832,19,2024-09-16,374,41
4833,34,2023-03-07,673,25
4834,16,2023-03-24,240,24
4835,10,2023-05-11,413,22
4836,49,2024-08-16,273,32
4837,11,2023-04-24,919,28
4838,15,2023-07-17,822,36
4839,40,2023-04-10,435,23
4840,33,2023-08-02,777,37
4841,6,2023-03-10,383,33
4842,9,2023-12-23,370,17
4843,10,2023-05-21,588,2
4844,28,2024-08-25,766,12
4845,2,2023-07-20,512,44
4846,7,2024-08-10,204,11
4847,22,2023-02-16,494,28
4848,5,2023-02-26,562,17
4849,8,2023-01-11,882,35
4850,12,2024-03-12,804,40
4851,3,2023-05-22,229,34
4852,38,2023-07-12,208,36
4853,14,2024-03-09,202,46
4854,30,2023-11-20,511,31
4855,14,2024-11-07,576,45
4856,29,2023-12-17,348,7
4857,28,2024-11-02,672,6
4858,27,2023-07-07,693,48
4859,21,2024-05-20,417,28
4860,50,2023-11-09,326,9
4861,6,2023-05-09,995,47
4862,36,2024-05-18,897,13
4863,36,2024-02-25,635,38
4864,10,2023-02-27,236,15
4865,18,2023-10-19,790,12
4866,8,2023-09-06,363,2
4867,29,2023-11-28,726,33
4868,50,2024-05-07,978,22
4869,42,2023-10-17,710,18
4870,1,2023-01-20,672,20
4871,40,2024-06-17,701,49
4872,23,2024-04-21,360,2
4873,32,2024-02-04,538,47
4874,40,2024-03-07,253,47
4875,6,2023-04-12,670,8
4876,8,2023-11-12,557,10
4877,29,2023-11-01,315,45
4878,11,2023-11-16,315,46
4879,18,2024-02-29,689,39
4880,23,2024-03-02,628,38
4881,50,2023-04-11,863,46
4882,45,2024-09-25,808,45
4883,41,2023-10-22,485,50
4884,12,2024-11-05,452,43
4885,43,2023-02-12,872,10
4886,17,2023-04-26,576,23
4887,31,2023-01-12,458,32
4888,23,2024-12-02,598,32
4889,3,2023-07-01,974,13
4890,1,2024-10-05,206,48
4891,33,2023-05-29,363,50
4892,25,2024-04-22,641,21
4893,48,2023-02-02,934,8
4894,37,2023-11-11,872,47
4895,7,2024-09-03,315,39
4896,31,2024-12-14,464,3
4897,49,2024-12-15,742,48
4898,7,2023-10-20,643,38
4899,3,2024-03-27,780,39
4900,32,2024-02-12,214,19
4901,50,2024-08-04,516,43
4902,27,2023-07-14,257,35
4903,40,2023-05-08,705,6
4904,39,2023-05-25,222,10
4905,6,2024-06-16,259,28
4906,27,2024-06-06,433,33
4907,46,2024-09-29,303,11
4908,11,2023-06-29,735,14
4909,35,2023-06-07,459,48
4910,12,2024-10-04,298,26
4911,21,2024-04-19,340,24
4912,43,2024-08-23,779,9
4913,22,2023-12-21,888,23
4914,49,2023-12-27,938,36
4915,37,2023-07-13,598,34
4916,43,2023-01-12,841,41
4917,21,2024-01-09,797,2
4918,4,2024-12-03,547,40
4919,19,2024-02-07,396,9
4920,29,2024-09-15,953,16
4921,48,2023-08-20,881,25
4922,42,2024-01-22,995,19
4923,31,2023-07-23,434,32
4924,39,2024-09-18,995,29
4925,9,2024-06-15,761,27
4926,13,2024-01-16,723,15
4927,14,2024-11-27,543,5
4928,27,2023-08-11,922,12
4929,5,2024-07-13,871,23
4930,36,2024-01-02,924,49
4931,11,2024-07-31,662,49
4932,39,2023-07-04,909,9
4933,6,2024-06-18,469,2
4934,17,2024-01-25,885,24
4935,17,2024-04-07,562,31
4936,26,2023-04-25,970,19
4937,17,2023-09-20,499,8
4938,10,2024-03-13,852,14
4939,34,2024-02-09,739,16
4940,37,2024-07-15,670,10
4941,8,2024-01-19,841,38
4942,34,2023-04-14,487,12
4943,23,2023-05-15,454,11
4944,44,2023-11-29,306,7
4945,43,2024-05-03,959,24
4946,8,2024-10-08,636,8
4947,16,2024-09-07,792,17
4948,28,2023-06-07,822,9
4949,12,2024-11-18,295,30
4950,40,2023-03-04,838,2
4951,14,2024-05-03,624,1
4952,1,2024-01-03,502,43
4953,50,2023-11-12,946,47
4954,5,2024-08-08,795,11
4955,9,2023-08-16,720,14
4956,32,2024-06-04,492,49
4957,12,2023-03-28,415,7
4958,6,2024-12-10,960,27
4959,4,2023-03-20,692,46
4960,24,2023-05-07,999,3
4961,34,2024-06-24,805,32
4962,1,2023-10-12,712,31
4963,22,2024-05-30,250,9
4964,6,2023-01-14,939,17
4965,16,2024-01-31,440,23
4966,35,2023-04-26,283,32
4967,33,2024-08-20,844,30
4968,1,2023-03-14,527,6
4969,34,2024-05-07,459,28
4970,7,2024-01-14,484,17
4971,25,2023-04-06,823,29
4972,28,2024-06-14,779,46
4973,4,2023-07-17,633,6
4974,46,2023-08-07,319,11
4975,28,2024-06-06,932,9
4976,29,2024-09-11,448,48
4977,21,2023-04-16,436,38
4978,46,2024-09-16,439,18
4979,20,2023-10-30,467,2
4980,37,2024-05-07,646,36
4981,9,2023-07-21,327,0
4982,1,2024-07-29,416,4
4983,47,2024-12-18,968,38
4984,19,2023-08-14,461,37
4985,34,2024-05-29,645,7
4986,33,2024-06-16,295,49
4987,2,2024-06-24,206,8
4988,22,2024-12-19,436,3
4989,19,2023-03-22,323,45
4990,1,2024-02-18,413,19
4991,8,2023-08-04,899,28
4992,27,2023-12-23,855,17
4993,5,2023-07-25,976,23
4994,46,2023-06-24,661,37
4995,33,2024-04-27,460,35
4996,10,2023-01-30,745,43
4997,31,2023-03-15,459,30
4998,33,2024-08-01,419,39
4999,50,2023-09-06,323,18
5000,37,2024-08-13,617,50
5001,17,2024-09-09,665,2
5002,34,2024-11-10,914,49
5003,43,2023-10-27,461,49
5004,42,2024-01-08,732,21
5005,50,2024-05-14,647,18
5006,43,2024-03-03,748,8
5007,36,2023-08-16,673,31
5008,15,2024-04-07,850,10
5009,10,2024-07-25,713,39
5010,35,2024-04-08,493,23
5011,31,2023-12-30,476,18
5012,1,2024-04-04,270,14
5013,2,2024-01-08,915,43
5014,33,2023-10-18,760,39
5015,24,2023-07-02,556,46
5016,42,2023-01-02,665,33
5017,12,2024-10-09,440,26
5018,10,2023-11-03,409,18
5019,6,2024-09-05,734,7
5020,31,2024-05-17,215,25
5021,30,2023-07-10,204,23
5022,7,2023-12-28,530,22
5023,49,2023-12-20,502,24
5024,17,2023-02-02,978,14
5025,48,2023-12-19,215,34
5026,26,2024-06-24,994,32
5027,38,2024-04-20,283,13
5028,41,2024-06-15,625,45
5029,1,2024-12-09,754,45
5030,38,2023-10-18,842,39
5031,11,2024-03-28,948,41
5032,29,2023-02-16,427,7
5033,5,2024-08-13,305,49
5034,38,2023-12-31,332,14
5035,29,2024-07-19,705,20
5036,36,2023-02-21,229,29
5037,34,2024-02-26,900,20
5038,1,2023-11-11,639,41
5039,1,2024-06-16,466,8
5040,7,2023-01-02,508,44
5041,7,2023-07-11,888,7
5042,23,2024-03-24,882,40
5043,26,2023-12-28,929,31
5044,45,2024-05-09,527,1
5045,42,2023-02-08,224,26
5046,39,2024-09-07,245,16
5047,32,2024-11-24,564,4
5048,48,2023-09-28,303,47
5049,50,2023-08-16,234,32
5050,35,2024-03-04,979,47
5051,42,2024-08-09,401,13
5052,49,2023-11-30,224,4
5053,27,2023-08-14,908,6
5054,21,2023-10-20,288,36
5055,24,2023-05-18,460,7
5056,15,2024-09-27,418,7
5057,6,2024-07-25,694,11
5058,17,2023-07-27,819,22
5059,24,2023-01-07,206,33
5060,50,2024-04-25,389,3
5061,31,2024-05-19,809,30
5062,7,2024-01-14,433,41
5063,37,2023-10-17,294,27
5064,18,2023-08-03,861,15
5065,29,2023-04-30,902,18
5066,11,2024-05-16,767,37
5067,3,2024-08-30,376,8
5068,43,2023-08-03,241,12
5069,12,2023-03-15,485,24
5070,50,2024-07-09,955,45
5071,18,2023-05-01,884,25
5072,37,2023-12-07,408,46
5073,27,2023-09-22,612,39
5074,31,2024-08-12,908,6
5075,13,2024-07-08,825,6
5076,44,2023-11-01,625,14
5077,43,2024-11-24,496,1
5078,44,2023-07-25,409,3
5079,22,2023-05-06,893,48
5080,14,2023-03-14,730,31
5081,42,2024-03-10,231,39
5082,8,2024-03-11,999,32
5083,7,2024-09-13,767,42
5084,39,2023-04-29,613,18
5085,37,2023-01-21,834,39
5086,20,2023-09-01,251,49
5087,1,2024-05-31,495,8
5088,8,2023-08-11,616,20
5089,28,2023-01-22,979,17
5090,2,2023-10-29,226,24
5091,5,2023-07-19,443,11
5092,44,2023-05-19,276,35
5093,16,2024-05-13,990,32
5094,45,2023-01-30,288,3
5095,38,2024-10-28,728,11
5096,15,2023-01-13,821,39
5097,28,2024-07-08,693,35
5098,49,2024-07-06,997,29
5099,49,2023-07-24,882,43
5100,4,2023-03-01,348,27
5101,36,2023-11-21,913,43
5102,9,2024-05-14,213,0
5103,8,2023-10-30,690,40
5104,34,2024-08-04,864,17
5105,8,2024-01-23,753,1
5106,19,2023-06-19,923,26
5107,10,2024-08-30,633,10
5108,33,2024-03-03,215,30
5109,25,2024-04-01,890,26
5110,34,2023-12-28,342,40
5111,29,2024-08-23,954,9
5112,7,2024-02-02,932,38
5113,12,2024-01-16,655,13
5114,27,2024-03-08,972,12
5115,9,2024-11-23,909,8
5116,41,2024-03-22,544,20
5117,31,2024-11-20,992,48
5118,16,2024-04-16,613,9
5119,1,2023-07-23,257,14
5120,29,2024-12-21,339,18
5121,38,2024-03-27,778,49
5122,5,2023-09-04,260,11
5123,27,2023-05-28,695,5
5124,14,2024-04-21,284,18
5125,45,2024-03-09,850,13
5126,44,2023-03-09,890,27
5127,36,2024-11-27,926,0
5128,8,2023-03-24,725,21
5129,7,2024-07-06,671,42
5130,49,2024-07-31,974,15
5131,14,2023-10-10,609,3
5132,24,2024-08-07,824,21
5133,35,2024-03-05,603,45
5134,25,2024-02-09,627,12
5135,39,2023-03-21,435,32
5136,47,2024-05-22,585,41
5137,18,2023-05-15,476,31
5138,23,2023-08-06,279,16
5139,32,2024-04-11,817,23
5140,13,2024-01-05,544,28
5141,48,2023-12-13,506,7
5142,38,2024-12-19,784,3
5143,1,2023-03-21,529,45
5144,19,2024-05-07,737,48
5145,28,2024-12-15,982,34
5146,43,2023-08-06,729,13
5147,47,2023-04-26,459,4
5148,5,2024-07-19,869,34
5149,35,2024-06-03,726,36
5150,35,2023-04-28,588,7
5151,5,2024-04-08,671,22
5152,30,2023-04-07,741,3
5153,47,2023-09-07,812,42
5154,15,2023-03-25,467,2
5155,39,2024-12-20,531,22
5156,29,2023-07-16,574,36
5157,50,2024-06-11,314,14
5158,8,2024-09-27,599,12
5159,37,2023-02-10,528,15
5160,40,2023-06-17,951,19
5161,42,2024-08-04,710,38
5162,49,2023-10-22,411,22
5163,3,2024-01-16,690,48
5164,46,2023-07-08,901,48
5165,8,2024-06-28,367,32
5166,16,2024-06-25,904,41
5167,17,2024-01-29,932,49
5168,16,2024-01-23,241,13
5169,3,2024-01-03,609,23
5170,3,2024-06-29,964,19
5171,2,2023-07-26,369,32
5172,7,2023-05-14,458,44
5173,26,2024-02-24,953,40
5174,28,2023-08-05,543,23
5175,26,2024-09-06,573,3
5176,4,2023-01-08,934,21
5177,37,2023-11-22,221,10
5178,9,2024-03-18,867,3
5179,48,2024-12-09,467,0
5180,36,2024-04-22,683,40
5181,34,2024-07-13,222,27
5182,9,2023-07-21,754,12
5183,17,2023-02-26,906,15
5184,8,2023-10-16,902,40
5185,46,2024-07-03,577,32
5186,3,2023-07-02,458,29
5187,31,2024-05-08,220,49
5188,5,2023-05-07,710,14
5189,8,2024-07-27,753,28
5190,29,2023-03-30,850,3
