order_id,customer_id,order_date,delivery_date,total_amount
1251,75,2023-01-01,2023-01-08,65576.32
1252,50,2023-08-17,2023-08-25,119463.36
1253,94,2024-02-17,2024-02-23,46620.8
1254,15,2023-04-09,2023-04-13,46059.84
1255,71,2024-10-14,2024-10-19,104250.35
1256,71,2023-11-22,2023-11-27,18373.83
1257,17,2024-08-23,2024-08-26,84269.25
1258,63,2023-02-01,2023-02-04,10444.35
1259,47,2023-03-28,2023-04-06,27149.85
1260,92,2024-09-05,2024-09-10,68069.34
1261,84,2024-12-19,2024-12-22,125025.38
1262,26,2024-01-04,2024-01-14,108212.19
1263,40,2023-08-24,2023-09-03,56574.49
1264,13,2024-07-18,2024-07-25,53828.05
1265,86,2024-02-03,2024-02-12,65073.1
1266,40,2024-08-24,2024-08-28,42658.44
1267,97,2023-06-14,2023-06-18,21104.88
1268,3,2023-01-31,2023-02-08,160794.31
1269,97,2024-06-08,2024-06-12,67473.46
1270,43,2024-12-02,2024-12-09,105903.45
1271,47,2023-08-15,2023-08-18,16358.08
1272,42,2023-07-27,2023-08-06,21762.28
1273,32,2023-01-10,2023-01-14,85966.0
1274,91,2023-09-12,2023-09-22,35985.72
1275,12,2024-01-17,2024-01-25,120352.36
1276,13,2023-04-27,2023-05-03,39345.69
1277,59,2023-03-16,2023-03-25,101592.28
1278,8,2024-11-28,2024-12-03,101535.52
1279,81,2023-02-13,2023-02-23,51406.96
1280,72,2024-05-15,2024-05-18,59521.02
1281,25,2023-08-20,2023-08-28,99721.38
1282,1,2024-07-10,2024-07-14,40661.81
1283,6,2024-08-25,2024-08-28,22193.92
1284,92,2023-04-18,2023-04-22,60139.27
1285,97,2024-09-27,2024-10-01,31134.6
1286,44,2024-11-16,2024-11-26,121581.05
1287,95,2024-03-16,2024-03-20,103543.2
1288,75,2023-03-20,2023-03-30,144461.36
1289,88,2023-07-19,2023-07-27,11915.77
1290,97,2024-06-05,2024-06-08,25874.1
1291,35,2024-12-19,2024-12-25,58063.78
1292,14,2023-03-23,2023-03-29,108074.2
1293,39,2023-09-08,2023-09-17,96581.52
1294,100,2023-12-12,2023-12-22,76066.64
1295,88,2023-02-25,2023-03-04,49221.58
1296,47,2024-02-14,2024-02-24,62940.32
1297,49,2023-12-30,2024-01-03,56831.96
1298,62,2024-08-19,2024-08-25,76783.86
1299,51,2024-02-06,2024-02-13,59962.2
1300,2,2024-08-31,2024-09-03,60333.86
1301,22,2024-09-01,2024-09-04,45898.28
1302,15,2024-06-09,2024-06-19,73527.06
1303,90,2023-07-02,2023-07-11,14095.08
1304,35,2023-10-30,2023-11-08,44677.92
1305,53,2024-03-28,2024-04-06,16908.33
1306,29,2024-06-18,2024-06-23,112750.09
1307,41,2023-03-02,2023-03-05,45193.72
1308,97,2024-03-03,2024-03-10,142749.18
1309,34,2024-02-10,2024-02-14,151195.51
1310,42,2024-09-22,2024-09-29,68325.86
1311,37,2023-12-09,2023-12-15,128619.2
1312,85,2023-08-16,2023-08-20,100932.35
1313,82,2023-11-07,2023-11-14,89091.72
1314,1,2024-09-24,2024-09-29,26567.57
1315,26,2024-06-25,2024-07-04,68625.35
1316,66,2024-10-21,2024-10-24,75777.53
1317,40,2023-04-11,2023-04-19,44077.78
1318,6,2024-04-30,2024-05-04,69400.94
1319,11,2024-02-26,2024-03-03,4690.84
1320,84,2023-03-09,2023-03-16,91214.6
1321,25,2023-01-11,2023-01-14,63131.8
1322,52,2023-03-05,2023-03-10,40716.97
1323,81,2023-09-14,2023-09-18,129730.83
1324,29,2023-07-21,2023-07-26,70427.16
1325,63,2024-07-12,2024-07-15,19490.24
1326,21,2023-03-23,2023-04-02,55934.15
1327,92,2024-11-19,2024-11-24,197572.01
1328,14,2024-06-22,2024-06-27,81645.9
1329,78,2023-09-28,2023-10-08,13373.62
1330,77,2024-02-22,2024-02-28,9701.51
1331,11,2024-08-14,2024-08-22,10181.36
1332,57,2023-09-08,2023-09-14,225196.92
1333,93,2023-02-16,2023-02-23,81294.43
1334,94,2023-10-31,2023-11-03,22207.38
1335,72,2023-04-06,2023-04-13,123116.04
1336,75,2024-12-20,2024-12-30,73126.08
1337,95,2024-03-04,2024-03-14,53506.28
1338,59,2023-10-01,2023-10-08,63141.34
1339,59,2023-01-21,2023-01-25,15559.82
1340,41,2023-10-22,2023-10-30,102313.08
1341,7,2023-02-16,2023-02-20,23790.9
1342,32,2023-07-12,2023-07-16,100565.58
1343,5,2023-09-20,2023-09-23,110556.22
1344,20,2024-06-22,2024-06-30,66844.52
1345,77,2024-03-03,2024-03-08,5484.8
1346,32,2023-11-01,2023-11-11,40961.52
1347,25,2024-11-06,2024-11-13,113974.32
1348,58,2024-10-10,2024-10-15,174524.58
1349,54,2024-05-11,2024-05-16,96111.72
1350,21,2024-03-23,2024-03-27,152637.56
1351,68,2023-01-11,2023-01-18,94839.29
1352,46,2023-02-15,2023-02-19,100981.02
1353,20,2024-03-21,2024-03-30,81095.81
1354,61,2023-02-28,2023-03-03,140037.06
1355,7,2024-01-05,2024-01-10,13204.08
1356,88,2023-11-12,2023-11-17,56831.96
1357,96,2023-11-18,2023-11-23,101076.64
1358,20,2023-09-13,2023-09-18,88440.93
1359,85,2024-11-28,2024-12-01,46658.66
1360,90,2023-08-02,2023-08-11,52841.1
1361,45,2024-01-18,2024-01-25,62910.69
1362,85,2024-04-09,2024-04-15,94216.25
1363,23,2023-05-12,2023-05-20,136666.32
1364,71,2024-05-02,2024-05-08,75675.12
1365,57,2024-07-20,2024-07-24,76142.73
1366,25,2024-01-10,2024-01-19,105709.36
1367,2,2024-12-16,2024-12-25,83865.77
1368,19,2024-03-02,2024-03-07,10644.83
1369,28,2024-02-25,2024-02-29,98385.28
1370,12,2023-07-15,2023-07-22,57044.65
1371,13,2023-10-18,2023-10-24,46228.78
1372,71,2024-10-12,2024-10-17,46941.76
1373,90,2024-11-27,2024-12-05,122965.95
1374,82,2024-10-07,2024-10-13,75072.56
1375,42,2023-11-11,2023-11-15,16843.79
1376,14,2024-06-17,2024-06-22,5443.2
1377,44,2023-11-30,2023-12-08,11998.0
1378,59,2023-11-22,2023-11-30,62931.04
1379,46,2024-12-16,2024-12-21,21248.85
1380,99,2024-07-28,2024-08-07,218756.45
1381,20,2023-12-29,2024-01-01,37581.72
1382,60,2024-09-11,2024-09-17,27998.74
1383,74,2023-05-23,2023-05-28,156012.84
1384,35,2024-01-08,2024-01-15,16399.35
1385,70,2023-09-13,2023-09-19,65146.02
1386,74,2024-04-18,2024-04-26,17868.76
1387,22,2023-01-20,2023-01-26,105487.42
1388,81,2023-03-10,2023-03-19,70413.23
1389,2,2023-06-02,2023-06-12,124495.58
1390,51,2024-07-18,2024-07-24,150953.76
1391,8,2024-02-08,2024-02-17,18993.24
1392,31,2024-11-29,2024-12-04,63226.77
1393,1,2024-08-05,2024-08-14,69353.88
1394,24,2023-03-05,2023-03-10,33895.1
1395,20,2023-06-19,2023-06-22,10829.12
1396,1,2023-04-22,2023-05-01,34260.02
1397,68,2023-09-06,2023-09-12,68217.2
1398,96,2024-04-21,2024-04-28,38736.4
1399,18,2023-02-20,2023-03-01,71210.1
1400,39,2023-11-12,2023-11-19,66033.23
1401,3,2024-04-01,2024-04-08,65573.51
1402,90,2024-04-03,2024-04-10,36748.84
1403,87,2023-09-01,2023-09-06,89240.64
1404,97,2023-12-27,2024-01-02,48379.95
1405,100,2024-05-17,2024-05-26,165745.76
1406,56,2024-11-10,2024-11-15,127413.16
1407,62,2023-04-10,2023-04-18,106071.99
1408,77,2023-09-05,2023-09-12,87753.16
1409,89,2023-04-19,2023-04-24,10463.6
1410,55,2024-11-02,2024-11-12,58294.6
1411,44,2023-11-17,2023-11-22,29292.48
1412,24,2024-09-15,2024-09-18,85423.06
1413,49,2023-06-12,2023-06-15,69702.81
1414,92,2023-11-08,2023-11-17,110088.87
1415,17,2023-03-27,2023-04-01,56141.19
1416,2,2024-05-02,2024-05-10,166441.28
1417,35,2024-08-07,2024-08-10,143324.69
1418,51,2024-09-11,2024-09-15,58815.86
1419,84,2024-03-01,2024-03-05,62128.86
1420,75,2023-10-02,2023-10-08,94517.08
1421,74,2023-08-16,2023-08-21,33595.78
1422,83,2024-08-24,2024-08-31,34295.41
1423,26,2023-06-11,2023-06-18,35025.56
1424,86,2024-01-09,2024-01-17,138228.54
1425,20,2024-05-03,2024-05-12,103571.43
1426,9,2023-04-06,2023-04-13,41717.96
1427,64,2023-09-22,2023-09-26,135434.79
1428,29,2023-12-24,2024-01-02,150656.11
1429,91,2023-01-06,2023-01-15,42517.94
1430,34,2023-11-25,2023-11-29,101545.16
1431,86,2024-08-31,2024-09-07,109295.84
1432,21,2023-03-13,2023-03-22,56304.42
1433,16,2023-07-19,2023-07-25,25409.75
1434,58,2024-08-11,2024-08-20,62281.6
1435,28,2023-05-15,2023-05-23,156769.68
1436,28,2024-04-09,2024-04-19,113050.76
1437,38,2023-05-27,2023-06-01,135865.62
1438,13,2024-07-27,2024-08-03,104926.48
1439,95,2023-08-23,2023-08-30,176113.33
1440,1,2024-02-27,2024-03-01,50922.61
1441,37,2024-10-06,2024-10-11,67449.25
1442,61,2024-08-25,2024-08-29,59607.9
1443,8,2023-10-27,2023-11-03,78480.22
1444,27,2024-10-14,2024-10-20,120317.37
1445,47,2023-07-22,2023-07-25,54731.95
1446,17,2023-08-09,2023-08-16,61862.2
1447,69,2024-11-13,2024-11-20,7706.16
1448,69,2023-03-24,2023-03-31,32685.76
1449,80,2023-05-30,2023-06-07,56778.52
1450,67,2023-06-20,2023-06-25,9918.74
1451,39,2024-01-24,2024-02-01,12709.02
1452,40,2023-01-07,2023-01-10,178306.62
1453,7,2023-01-07,2023-01-13,63116.7
1454,15,2024-02-27,2024-03-07,105785.31
1455,42,2024-08-14,2024-08-23,19621.3
1456,2,2024-01-03,2024-01-08,76684.22
1457,49,2023-09-24,2023-09-27,102614.04
1458,95,2023-08-02,2023-08-11,123371.7
1459,30,2024-06-08,2024-06-12,61405.2
1460,57,2024-07-05,2024-07-08,64304.0
1461,59,2024-08-28,2024-09-02,51667.2
1462,58,2024-05-04,2024-05-09,79107.76
1463,17,2023-09-16,2023-09-22,34982.4
1464,60,2023-11-09,2023-11-12,8548.2
1465,24,2024-05-16,2024-05-24,112121.39
1466,68,2023-02-18,2023-02-21,68437.59
1467,100,2023-08-11,2023-08-16,46359.7
1468,42,2023-09-21,2023-09-26,66184.94
1469,39,2024-10-27,2024-10-31,33915.93
1470,90,2023-01-27,2023-02-02,192089.7
1471,53,2023-03-25,2023-03-28,57421.91
1472,13,2024-08-07,2024-08-10,58099.25
1473,47,2024-06-13,2024-06-21,21518.9
1474,13,2024-12-03,2024-12-09,63672.61
1475,36,2023-07-05,2023-07-11,15623.62
1476,20,2023-05-18,2023-05-21,87851.32
1477,38,2023-09-20,2023-09-29,47461.2
1478,18,2023-06-11,2023-06-19,40067.28
1479,67,2024-07-07,2024-07-14,184937.82
1480,78,2023-12-21,2023-12-27,3927.2
1481,72,2024-12-11,2024-12-16,166909.84
1482,52,2023-10-18,2023-10-27,72389.28
1483,47,2024-12-04,2024-12-14,100201.51
1484,83,2023-03-20,2023-03-25,41920.74
1485,87,2023-11-21,2023-11-29,121049.93
1486,73,2023-01-11,2023-01-19,145488.23
1487,28,2024-01-10,2024-01-14,175277.16
1488,31,2024-04-17,2024-04-21,66160.4
1489,84,2023-04-04,2023-04-13,42080.22
1490,3,2024-11-02,2024-11-06,25571.37
1491,28,2024-03-08,2024-03-11,40966.02
1492,97,2023-11-04,2023-11-11,106624.29
1493,11,2024-11-14,2024-11-21,111816.59
1494,41,2024-06-03,2024-06-10,85597.47
1495,12,2024-10-21,2024-10-28,78125.24
1496,23,2023-01-04,2023-01-12,84905.03
1497,52,2023-03-27,2023-03-31,108384.47
1498,98,2023-01-21,2023-01-31,38435.85
1499,81,2023-04-15,2023-04-18,111855.81
1500,1,2024-09-05,2024-09-13,73436.4
1501,20,2024-11-24,2024-11-28,64274.13
1502,10,2023-01-11,2023-01-19,7194.23
1503,64,2023-11-05,2023-11-13,130867.64
1504,26,2023-03-02,2023-03-11,67743.94
1505,48,2024-02-28,2024-03-09,32454.58
1506,14,2024-03-05,2024-03-11,31210.38
1507,61,2024-10-14,2024-10-20,42227.22
1508,78,2024-06-09,2024-06-19,31524.15
1509,82,2023-04-20,2023-04-27,152371.23
1510,2,2024-06-26,2024-07-03,48536.56
1511,94,2023-02-03,2023-02-07,33263.46
1512,85,2023-05-10,2023-05-15,90560.12
1513,53,2023-11-07,2023-11-13,159727.33
1514,69,2024-09-12,2024-09-18,109758.39
1515,40,2023-08-12,2023-08-15,152555.43
1516,9,2024-09-10,2024-09-16,23440.96
1517,55,2024-12-19,2024-12-22,88546.0
1518,73,2023-05-08,2023-05-12,42981.84
1519,53,2023-05-11,2023-05-16,148915.18
1520,33,2024-04-17,2024-04-27,36924.94
1521,84,2024-04-19,2024-04-26,46797.56
1522,44,2023-03-03,2023-03-06,142316.3
1523,93,2024-01-22,2024-01-29,31328.64
1524,15,2024-10-31,2024-11-09,15580.52
1525,93,2024-09-16,2024-09-21,130190.65
1526,43,2024-05-27,2024-06-03,88289.78
1527,41,2023-03-20,2023-03-23,25254.89
1528,100,2024-02-04,2024-02-12,169286.48
1529,10,2024-02-25,2024-02-29,156380.07
1530,60,2024-09-19,2024-09-27,43472.56
1531,64,2024-03-16,2024-03-24,61037.72
1532,44,2023-10-29,2023-11-08,34165.2
1533,16,2023-08-03,2023-08-11,77660.82
1534,52,2024-09-16,2024-09-24,28193.4
1535,99,2023-06-23,2023-06-27,22507.91
1536,14,2023-07-23,2023-07-26,56661.8
1537,100,2024-01-13,2024-01-22,67581.24
1538,77,2023-03-09,2023-03-19,131308.25
1539,90,2024-09-12,2024-09-20,228572.63
1540,83,2024-06-15,2024-06-20,58790.76
1541,90,2024-03-22,2024-03-31,1864.8
1542,68,2023-12-20,2023-12-27,30350.14
1543,12,2023-02-18,2023-02-28,65021.07
1544,100,2023-04-17,2023-04-26,16316.28
1545,83,2024-01-27,2024-02-01,148227.36
1546,61,2024-11-05,2024-11-10,70768.96
1547,55,2024-09-27,2024-10-07,111974.65
1548,66,2023-05-11,2023-05-20,4220.72
1549,27,2024-01-08,2024-01-12,12124.32
1550,42,2024-10-14,2024-10-23,75860.13
1551,42,2024-06-26,2024-07-03,9781.12
1552,63,2024-05-11,2024-05-19,26210.22
1553,90,2024-07-21,2024-07-25,42810.16
1554,47,2023-04-28,2023-05-03,120445.64
1555,29,2023-05-02,2023-05-11,26502.2
1556,96,2024-08-31,2024-09-09,127925.51
1557,78,2024-07-11,2024-07-15,103081.46
1558,91,2024-07-01,2024-07-08,15062.01
1559,95,2023-04-22,2023-04-25,29414.22
1560,33,2024-03-26,2024-03-29,64110.84
1561,99,2024-03-22,2024-03-28,75421.45
1562,35,2024-02-06,2024-02-10,39128.84
1563,42,2024-06-02,2024-06-06,163553.99
1564,59,2024-11-14,2024-11-23,59727.45
1565,59,2024-11-01,2024-11-08,42123.06
1566,81,2023-03-20,2023-03-23,119366.69
1567,30,2024-02-27,2024-03-06,84024.6
1568,87,2024-05-03,2024-05-06,138245.71
1569,10,2024-02-23,2024-02-28,74932.6
1570,15,2023-03-24,2023-03-28,89067.15
1571,93,2023-10-17,2023-10-24,138546.74
1572,91,2023-07-09,2023-07-12,97468.73
1573,93,2023-09-30,2023-10-06,58705.19
1574,53,2024-03-21,2024-03-29,51777.4
1575,1,2024-08-02,2024-08-10,8845.2
1576,96,2024-02-09,2024-02-19,95887.35
1577,73,2024-11-22,2024-11-29,45248.71
1578,49,2023-05-12,2023-05-22,9345.88
1579,6,2023-12-12,2023-12-22,17842.96
1580,25,2024-07-02,2024-07-12,89006.7
1581,13,2024-06-02,2024-06-08,60848.09
1582,42,2024-02-08,2024-02-12,62266.86
1583,46,2024-03-07,2024-03-16,27069.3
1584,22,2023-12-11,2023-12-20,3838.8
1585,44,2023-05-04,2023-05-13,23830.56
1586,60,2024-11-19,2024-11-27,65402.62
1587,84,2024-06-19,2024-06-29,80703.51
1588,10,2023-11-15,2023-11-25,86635.64
1589,89,2023-07-19,2023-07-22,128651.34
1590,49,2023-03-16,2023-03-21,8225.1
1591,73,2023-04-25,2023-04-28,126408.75
1592,69,2024-09-28,2024-10-08,84611.2
1593,63,2024-08-06,2024-08-13,137049.38
1594,96,2023-11-27,2023-12-07,67231.79
1595,61,2024-01-14,2024-01-24,39521.84
1596,40,2023-07-05,2023-07-14,56849.9
1597,51,2024-07-06,2024-07-14,24248.64
1598,59,2024-08-02,2024-08-11,57144.2
1599,91,2023-07-14,2023-07-21,50019.58
1600,42,2023-01-01,2023-01-06,131315.05
1601,21,2023-03-26,2023-03-31,45540.08
1602,16,2023-08-08,2023-08-14,35983.92
1603,33,2024-08-09,2024-08-17,24639.6
1604,46,2023-02-06,2023-02-13,110124.56
1605,53,2023-06-08,2023-06-16,43620.55
1606,77,2023-02-03,2023-02-12,67489.48
1607,20,2023-08-08,2023-08-11,14709.6
1608,50,2023-07-21,2023-07-31,72631.68
1609,25,2023-08-13,2023-08-21,49615.42
1610,3,2023-08-16,2023-08-24,97371.84
1611,60,2024-07-22,2024-07-27,84277.94
1612,13,2023-12-29,2024-01-07,92778.28
1613,18,2023-08-04,2023-08-09,52156.95
1614,64,2023-05-02,2023-05-08,50784.3
1615,26,2024-06-30,2024-07-03,25243.07
1616,24,2024-11-13,2024-11-18,74967.44
1617,34,2023-09-09,2023-09-17,78788.06
1618,96,2024-11-22,2024-12-01,64479.9
1619,43,2023-06-27,2023-07-03,76260.21
1620,42,2023-12-23,2023-12-29,131759.5
1621,54,2023-01-26,2023-01-29,10685.25
1622,67,2024-10-16,2024-10-25,73710.8
1623,25,2023-03-29,2023-04-05,116717.7
1624,81,2024-12-10,2024-12-16,25409.19
1625,87,2023-12-08,2023-12-12,102612.03
1626,32,2023-06-20,2023-06-24,75022.1
1627,63,2024-03-30,2024-04-03,42639.26
1628,77,2024-10-27,2024-10-30,79263.65
1629,85,2024-03-07,2024-03-13,88389.98
1630,94,2024-01-22,2024-01-27,14451.19
1631,47,2023-04-16,2023-04-25,113432.83
1632,19,2023-07-24,2023-07-29,146045.18
1633,19,2023-08-29,2023-09-04,7993.48
1634,46,2023-01-29,2023-02-01,74699.96
1635,59,2023-02-05,2023-02-08,10873.7
1636,31,2023-04-08,2023-04-17,34195.8
1637,37,2023-01-13,2023-01-18,68030.63
1638,100,2024-08-23,2024-09-02,36917.03
1639,49,2023-02-23,2023-02-26,105189.71
1640,28,2023-10-01,2023-10-06,110771.76
1641,56,2024-04-28,2024-05-01,166882.17
1642,92,2024-09-09,2024-09-19,57471.15
1643,7,2024-01-14,2024-01-18,51332.18
1644,14,2023-08-31,2023-09-08,119273.07
1645,7,2024-06-08,2024-06-15,14907.3
1646,48,2024-04-08,2024-04-17,119747.7
1647,72,2023-05-20,2023-05-29,164271.18
1648,24,2023-09-16,2023-09-20,132924.2
1649,73,2023-08-29,2023-09-02,94976.25
1650,8,2024-02-09,2024-02-14,13095.68
1651,80,2023-02-25,2023-03-05,107266.34
1652,84,2024-07-23,2024-07-29,122824.02
1653,26,2024-02-14,2024-02-20,71625.26
1654,45,2023-11-02,2023-11-06,4721.04
1655,78,2024-09-03,2024-09-07,139304.26
1656,3,2023-07-28,2023-08-07,26523.82
1657,80,2023-08-09,2023-08-17,9907.92
1658,30,2024-06-18,2024-06-28,66603.03
1659,24,2024-12-16,2024-12-24,155550.72
1660,24,2024-12-20,2024-12-24,88001.71
1661,6,2023-09-18,2023-09-21,174937.43
1662,41,2024-06-22,2024-06-29,81622.22
1663,25,2024-03-22,2024-03-26,63124.74
1664,55,2024-01-30,2024-02-03,71732.1
1665,79,2023-04-21,2023-04-30,13817.56
1666,62,2023-05-29,2023-06-04,98163.49
1667,9,2023-06-16,2023-06-25,72744.48
1668,66,2024-04-08,2024-04-16,200777.66
1669,50,2023-10-10,2023-10-20,48439.73
1670,100,2024-02-05,2024-02-10,55611.23
1671,74,2023-01-18,2023-01-22,39830.77
1672,81,2023-01-04,2023-01-09,143906.98
1673,39,2023-11-08,2023-11-13,44580.75
1674,64,2024-11-10,2024-11-14,86612.02
1675,34,2023-07-11,2023-07-18,119194.49
1676,88,2023-10-18,2023-10-28,54450.53
1677,36,2023-12-23,2023-12-29,65847.38
1678,90,2024-04-21,2024-04-27,58279.78
1679,86,2023-08-12,2023-08-21,80689.44
1680,74,2024-02-12,2024-02-20,87116.91
1681,25,2024-02-27,2024-03-08,64779.64
1682,64,2023-11-19,2023-11-26,32945.46
1683,97,2024-08-15,2024-08-21,14288.29
1684,61,2023-07-31,2023-08-09,139627.81
1685,47,2023-10-09,2023-10-14,7817.83
1686,27,2023-01-28,2023-01-31,20485.88
1687,43,2024-11-19,2024-11-24,175767.08
1688,8,2023-07-12,2023-07-21,197782.42
1689,92,2024-04-13,2024-04-21,82207.54
1690,90,2024-12-07,2024-12-13,111764.51
1691,38,2024-11-19,2024-11-24,124996.68
1692,50,2024-01-06,2024-01-13,52718.28
1693,100,2024-09-21,2024-09-24,65673.44
1694,67,2023-06-19,2023-06-28,53702.55
1695,94,2023-05-24,2023-05-31,46326.38
1696,5,2024-09-01,2024-09-08,121020.22
1697,100,2024-02-08,2024-02-15,28429.44
1698,24,2023-03-27,2023-04-05,74681.46
1699,50,2024-10-12,2024-10-19,126099.64
1700,83,2023-02-23,2023-03-02,20224.2
1701,55,2024-01-25,2024-01-29,32714.41
1702,3,2024-02-11,2024-02-16,67870.15
1703,56,2024-01-22,2024-01-27,41339.9
1704,29,2023-04-17,2023-04-27,18782.7
1705,57,2024-03-10,2024-03-13,68931.58
1706,78,2024-07-12,2024-07-21,36487.43
1707,59,2023-05-18,2023-05-27,81891.48
1708,38,2024-07-10,2024-07-20,110342.72
1709,86,2024-02-07,2024-02-15,36196.16
1710,37,2023-05-11,2023-05-17,46448.67
1711,47,2024-04-13,2024-04-20,126317.73
1712,17,2023-02-14,2023-02-23,97975.26
1713,63,2023-05-23,2023-05-26,46493.34
1714,36,2023-12-11,2023-12-16,110557.77
1715,28,2023-12-01,2023-12-04,76459.09
1716,17,2023-11-30,2023-12-04,69278.4
1717,49,2024-08-25,2024-08-31,75887.76
1718,23,2023-02-13,2023-02-22,40843.1
1719,87,2023-09-16,2023-09-25,18993.24
1720,13,2024-04-05,2024-04-11,199005.59
1721,48,2023-07-17,2023-07-27,127259.9
1722,16,2024-08-29,2024-09-02,12508.02
1723,81,2023-06-06,2023-06-10,70237.44
1724,81,2024-11-09,2024-11-14,45553.6
1725,55,2024-03-12,2024-03-17,5388.48
1726,72,2024-08-04,2024-08-11,70194.16
1727,61,2023-11-18,2023-11-25,66044.66
1728,19,2023-07-04,2023-07-10,76230.96
1729,65,2024-01-27,2024-02-05,10593.92
1730,46,2023-05-18,2023-05-27,86344.69
1731,8,2023-03-31,2023-04-09,56214.9
1732,56,2024-03-14,2024-03-20,77957.51
1733,59,2024-04-11,2024-04-15,157644.81
1734,66,2024-09-26,2024-10-06,112310.39
1735,1,2024-06-05,2024-06-08,93785.86
1736,78,2023-05-24,2023-06-01,71938.98
1737,94,2023-02-09,2023-02-13,60907.74
1738,31,2023-04-17,2023-04-21,83625.4
1739,93,2024-02-07,2024-02-15,115253.77
1740,81,2023-06-04,2023-06-09,35654.85
1741,44,2024-06-23,2024-06-27,33914.88
1742,69,2023-04-05,2023-04-11,28273.56
1743,76,2024-05-20,2024-05-27,31106.75
1744,13,2023-12-07,2023-12-17,10073.6
1745,98,2024-05-21,2024-05-30,41821.6
1746,78,2024-10-15,2024-10-19,127169.72
1747,11,2023-05-01,2023-05-07,1667.25
1748,97,2023-08-14,2023-08-17,18719.04
1749,16,2023-08-01,2023-08-07,39191.22
1750,59,2024-02-23,2024-02-27,24941.04
1751,100,2023-07-13,2023-07-19,90585.71
1752,32,2024-04-04,2024-04-10,163205.51
1753,62,2024-11-21,2024-12-01,92077.2
1754,60,2024-02-09,2024-02-12,38081.76
1755,49,2023-06-04,2023-06-12,141749.84
1756,50,2023-11-08,2023-11-18,82507.22
1757,23,2023-09-24,2023-09-27,34587.36
1758,20,2023-06-11,2023-06-21,35769.65
1759,83,2024-06-27,2024-07-03,66189.37
1760,98,2023-10-14,2023-10-19,70586.96
1761,96,2024-05-08,2024-05-17,80986.82
1762,76,2023-01-28,2023-01-31,128275.38
1763,9,2023-08-14,2023-08-17,28866.69
1764,19,2024-04-04,2024-04-14,112467.07
1765,22,2024-03-12,2024-03-19,39367.72
1766,74,2024-09-11,2024-09-15,5728.12
1767,26,2023-05-26,2023-06-01,55719.2
1768,90,2023-05-08,2023-05-16,140457.51
1769,93,2024-05-05,2024-05-14,79571.9
1770,72,2024-10-03,2024-10-07,28313.37
1771,97,2024-01-10,2024-01-16,119380.94
1772,58,2023-07-01,2023-07-11,83990.29
1773,30,2024-04-23,2024-04-26,2604.9
1774,68,2023-10-17,2023-10-24,9496.83
1775,25,2023-11-08,2023-11-16,61720.39
1776,38,2023-03-11,2023-03-21,109661.86
1777,52,2023-02-20,2023-02-23,192970.5
1778,46,2023-07-29,2023-08-07,120294.92
1779,52,2024-08-05,2024-08-12,34923.42
1780,30,2024-04-15,2024-04-20,135199.1
1781,73,2023-05-04,2023-05-07,32796.0
1782,92,2024-02-09,2024-02-12,216415.39
1783,17,2024-12-05,2024-12-13,101147.17
1784,27,2023-09-15,2023-09-18,113956.23
1785,35,2023-06-08,2023-06-15,66568.85
1786,6,2023-01-31,2023-02-09,8340.12
1787,69,2023-11-12,2023-11-17,85879.38
1788,67,2023-06-12,2023-06-22,19815.84
1789,47,2023-10-12,2023-10-22,74287.26
1790,65,2024-06-19,2024-06-25,108400.82
1791,79,2023-07-04,2023-07-12,110104.42
1792,38,2024-01-26,2024-02-01,15005.25
1793,82,2023-07-18,2023-07-22,120553.77
1794,46,2023-02-12,2023-02-18,35817.84
1795,95,2023-05-04,2023-05-11,54476.31
1796,31,2024-03-13,2024-03-22,51110.39
1797,6,2024-02-21,2024-02-25,28578.55
1798,2,2024-08-25,2024-08-28,17555.9
1799,68,2024-08-31,2024-09-10,27242.44
1800,59,2024-08-27,2024-09-04,29020.34
1801,82,2023-09-16,2023-09-22,125519.12
1802,78,2023-12-22,2023-12-31,127072.81
1803,60,2023-11-27,2023-12-06,138479.17
1804,13,2023-09-16,2023-09-20,53156.98
1805,38,2023-10-20,2023-10-28,90443.23
1806,47,2024-09-09,2024-09-12,35588.75
1807,18,2024-10-06,2024-10-14,35251.23
1808,63,2024-03-23,2024-03-26,88782.78
1809,2,2024-01-12,2024-01-18,67268.61
1810,8,2023-07-16,2023-07-26,63732.48
1811,32,2023-04-25,2023-04-29,21512.97
1812,8,2024-05-29,2024-06-06,52817.09
1813,61,2024-12-21,2024-12-25,11934.72
1814,66,2024-09-19,2024-09-27,84778.65
1815,3,2023-10-09,2023-10-15,58505.36
1816,7,2023-04-17,2023-04-24,175775.93
1817,11,2024-04-12,2024-04-21,2889.9
1818,42,2024-06-20,2024-06-29,27593.28
1819,47,2024-03-22,2024-03-25,31338.4
1820,65,2023-01-25,2023-01-31,88360.74
1821,78,2024-10-18,2024-10-22,21230.52
1822,60,2023-07-27,2023-08-05,130491.64
1823,15,2023-12-01,2023-12-09,137222.07
1824,86,2023-09-07,2023-09-12,181392.98
1825,32,2023-09-07,2023-09-12,62495.95
1826,23,2024-08-15,2024-08-19,40239.72
1827,47,2023-11-08,2023-11-13,132208.76
1828,91,2024-05-19,2024-05-23,7474.98
1829,32,2023-07-13,2023-07-22,99971.22
1830,25,2023-10-18,2023-10-26,63274.55
1831,100,2023-05-01,2023-05-11,70456.06
1832,37,2024-05-28,2024-06-03,59877.39
