report_id,batch_id,inspection_date,quality_score,remarks
4692,4692,2023-10-01,74.46,Rejected
4693,4693,2023-12-27,82.2,OK
4694,4694,2024-01-01,89.54,Rejected
4695,4695,2023-06-25,76.93,OK
4696,4696,2024-10-29,88.42,Rejected
4697,4697,2024-01-23,74.61,Minor Issue
4698,4698,2023-10-12,94.6,Rejected
4699,4699,2023-07-27,85.85,OK
4700,4700,2024-09-30,83.86,Rejected
4701,4701,2024-07-29,71.28,OK
4702,4702,2024-03-08,75.92,OK
4703,4703,2024-11-21,95.94,OK
4704,4704,2023-12-06,79.02,OK
4705,4705,2023-10-01,83.86,Rejected
4706,4706,2024-03-21,70.3,Rejected
4707,4707,2024-01-03,85.71,Minor Issue
4708,4708,2023-08-27,91.88,Rejected
4709,4709,2023-05-19,89.57,Rejected
4710,4710,2023-02-16,77.1,OK
4711,4711,2024-01-05,87.64,Minor Issue
4712,4712,2024-02-17,75.57,Rejected
4713,4713,2024-05-03,92.81,Minor Issue
4714,4714,2023-06-16,88.5,OK
4715,4715,2024-09-14,96.11,Minor Issue
4716,4716,2024-09-07,80.06,Rejected
4717,4717,2024-08-27,84.89,Minor Issue
4718,4718,2024-08-17,71.79,Rejected
4719,4719,2024-06-13,90.41,Minor Issue
4720,4720,2024-04-09,71.09,Minor Issue
4721,4721,2024-03-09,70.6,Rejected
4722,4722,2023-05-17,86.35,Rejected
4723,4723,2023-07-13,92.13,Minor Issue
4724,4724,2023-04-24,95.1,Minor Issue
4725,4725,2024-09-30,82.68,Minor Issue
4726,4726,2024-02-18,86.46,Minor Issue
4727,4727,2024-06-28,91.37,OK
4728,4728,2023-08-18,89.9,Rejected
4729,4729,2024-05-06,73.62,OK
4730,4730,2023-09-23,97.82,Minor Issue
4731,4731,2023-11-20,87.71,Minor Issue
4732,4732,2023-08-22,96.28,Rejected
4733,4733,2024-05-06,82.67,Minor Issue
4734,4734,2023-05-07,90.99,Minor Issue
4735,4735,2023-01-04,94.76,OK
4736,4736,2023-04-03,89.25,Minor Issue
4737,4737,2024-10-11,80.98,Rejected
4738,4738,2024-11-13,86.22,OK
4739,4739,2023-01-24,86.72,Minor Issue
4740,4740,2023-02-25,78.6,OK
4741,4741,2024-08-15,73.11,Minor Issue
4742,4742,2023-11-23,77.55,Minor Issue
4743,4743,2023-05-04,76.38,Minor Issue
4744,4744,2024-01-15,82.56,Rejected
4745,4745,2024-03-11,94.47,Rejected
4746,4746,2023-10-24,88.59,Rejected
4747,4747,2024-05-29,90.77,Rejected
4748,4748,2024-04-12,92.33,Rejected
4749,4749,2023-07-06,92.8,Minor Issue
4750,4750,2023-03-17,84.05,Rejected
4751,4751,2024-09-13,83.62,OK
4752,4752,2023-08-13,94.38,Rejected
4753,4753,2023-07-13,72.36,OK
4754,4754,2024-09-20,90.2,OK
4755,4755,2023-12-14,83.54,Rejected
4756,4756,2023-09-13,93.7,OK
4757,4757,2024-11-03,88.89,Rejected
4758,4758,2023-07-03,76.44,OK
4759,4759,2023-12-13,72.81,OK
4760,4760,2023-06-17,75.04,Minor Issue
4761,4761,2024-01-01,84.14,OK
4762,4762,2024-07-11,80.01,Minor Issue
4763,4763,2023-09-18,81.2,Minor Issue
4764,4764,2023-04-21,96.77,Minor Issue
4765,4765,2024-09-03,72.38,OK
4766,4766,2023-08-04,85.71,Minor Issue
4767,4767,2023-04-19,90.89,Rejected
4768,4768,2024-08-10,95.37,OK
4769,4769,2024-01-09,88.45,Minor Issue
4770,4770,2023-07-26,71.93,Rejected
4771,4771,2024-08-18,79.71,Minor Issue
4772,4772,2024-01-09,83.35,Minor Issue
4773,4773,2023-04-09,81.06,Minor Issue
4774,4774,2023-02-14,70.31,OK
4775,4775,2024-03-17,84.29,Minor Issue
4776,4776,2024-09-03,74.07,Minor Issue
4777,4777,2024-06-09,83.17,Minor Issue
4778,4778,2023-08-14,77.8,Minor Issue
4779,4779,2023-07-09,95.85,Minor Issue
4780,4780,2023-06-17,86.66,OK
4781,4781,2024-05-21,77.61,Rejected
4782,4782,2024-01-12,78.54,OK
4783,4783,2023-07-06,71.19,Rejected
4784,4784,2023-06-27,85.72,Rejected
4785,4785,2023-06-11,78.27,Minor Issue
4786,4786,2023-08-26,87.12,Rejected
4787,4787,2024-05-29,82.88,OK
4788,4788,2023-01-16,75.89,Minor Issue
4789,4789,2023-07-21,89.16,OK
4790,4790,2024-11-14,96.92,Minor Issue
4791,4791,2024-11-27,91.59,Rejected
4792,4792,2024-02-09,94.29,OK
4793,4793,2024-07-10,88.91,Minor Issue
4794,4794,2023-04-06,82.55,OK
4795,4795,2023-05-29,79.31,Minor Issue
4796,4796,2023-06-21,90.28,Rejected
4797,4797,2023-06-18,96.52,Minor Issue
4798,4798,2024-07-20,71.15,Rejected
4799,4799,2023-07-19,87.22,OK
4800,4800,2024-09-20,89.63,Rejected
4801,4801,2023-03-03,97.44,Minor Issue
4802,4802,2024-05-27,81.25,Minor Issue
4803,4803,2023-03-28,80.33,Minor Issue
4804,4804,2024-06-16,72.26,Minor Issue
4805,4805,2024-11-27,93.51,OK
4806,4806,2023-10-20,70.28,Minor Issue
4807,4807,2024-12-05,86.74,Rejected
4808,4808,2023-05-30,76.06,OK
4809,4809,2023-07-14,88.87,OK
4810,4810,2023-10-04,95.36,Minor Issue
4811,4811,2023-04-16,85.54,Rejected
4812,4812,2024-01-28,76.88,Rejected
4813,4813,2023-04-12,85.15,Rejected
4814,4814,2023-08-13,72.69,Rejected
4815,4815,2024-05-10,96.55,Minor Issue
4816,4816,2023-08-28,96.17,Minor Issue
4817,4817,2024-04-02,84.15,OK
4818,4818,2023-08-02,76.26,OK
4819,4819,2023-07-13,95.08,Minor Issue
4820,4820,2023-09-03,91.43,OK
4821,4821,2024-05-18,71.29,OK
4822,4822,2024-01-26,74.87,OK
4823,4823,2023-02-23,80.51,Minor Issue
4824,4824,2023-09-25,97.7,Minor Issue
4825,4825,2023-10-07,93.8,OK
4826,4826,2024-07-01,78.6,Minor Issue
4827,4827,2023-12-02,88.6,Minor Issue
4828,4828,2024-12-21,76.07,Minor Issue
4829,4829,2023-11-21,71.42,Minor Issue
4830,4830,2024-04-15,73.22,Minor Issue
4831,4831,2024-01-07,89.96,OK
4832,4832,2023-08-28,70.5,OK
4833,4833,2024-04-05,83.2,Rejected
4834,4834,2024-03-09,82.93,OK
4835,4835,2023-01-18,77.99,OK
4836,4836,2024-11-20,85.7,Minor Issue
4837,4837,2024-03-24,73.68,OK
4838,4838,2024-09-06,81.71,OK
4839,4839,2024-02-29,97.16,Minor Issue
4840,4840,2024-05-23,74.14,OK
4841,4841,2024-03-06,89.87,Minor Issue
4842,4842,2024-09-27,77.76,Minor Issue
4843,4843,2024-12-09,83.65,OK
4844,4844,2023-02-06,74.31,Rejected
4845,4845,2023-01-15,89.33,OK
4846,4846,2024-08-14,90.57,Minor Issue
4847,4847,2023-02-03,91.72,Rejected
4848,4848,2023-09-29,97.0,Minor Issue
4849,4849,2023-05-15,79.85,OK
4850,4850,2024-05-09,71.05,Rejected
4851,4851,2024-05-17,84.84,Minor Issue
4852,4852,2023-08-19,84.04,OK
4853,4853,2024-10-14,91.63,Rejected
4854,4854,2023-02-03,89.17,OK
4855,4855,2024-07-18,87.0,Rejected
4856,4856,2024-07-20,74.85,Rejected
4857,4857,2024-12-15,87.56,OK
4858,4858,2023-11-13,86.56,Minor Issue
4859,4859,2023-03-10,75.74,Rejected
4860,4860,2023-12-29,89.56,Minor Issue
4861,4861,2024-01-01,93.89,Minor Issue
4862,4862,2023-01-31,86.65,Minor Issue
4863,4863,2024-06-26,76.62,OK
4864,4864,2023-08-09,72.31,OK
4865,4865,2023-12-21,88.28,Minor Issue
4866,4866,2023-05-07,95.12,OK
4867,4867,2023-08-21,94.83,Rejected
4868,4868,2024-04-07,87.78,OK
4869,4869,2024-12-11,71.54,Rejected
4870,4870,2023-06-04,92.67,Minor Issue
4871,4871,2023-09-15,91.67,Rejected
4872,4872,2024-06-03,85.69,Minor Issue
4873,4873,2024-09-27,86.05,OK
4874,4874,2023-07-02,93.68,Minor Issue
4875,4875,2023-11-22,96.56,OK
4876,4876,2023-02-25,75.05,OK
4877,4877,2024-11-27,86.19,OK
4878,4878,2024-01-07,86.79,Minor Issue
4879,4879,2024-06-24,83.93,Rejected
4880,4880,2024-10-03,86.59,OK
4881,4881,2024-07-30,71.61,Minor Issue
4882,4882,2023-03-31,80.53,Rejected
4883,4883,2024-08-06,92.06,OK
4884,4884,2024-02-07,88.03,Rejected
4885,4885,2024-05-31,77.93,OK
4886,4886,2023-02-25,72.16,Rejected
4887,4887,2023-06-23,75.79,Minor Issue
4888,4888,2023-01-12,97.0,Rejected
4889,4889,2024-06-02,81.84,Rejected
4890,4890,2024-06-22,79.77,Rejected
4891,4891,2023-01-27,78.98,OK
4892,4892,2023-12-11,87.4,OK
4893,4893,2023-03-19,95.94,Minor Issue
4894,4894,2024-06-17,89.78,Rejected
4895,4895,2023-01-07,75.15,OK
4896,4896,2024-03-15,94.84,Minor Issue
4897,4897,2024-05-20,94.71,Minor Issue
4898,4898,2023-07-26,84.04,Rejected
4899,4899,2023-01-02,91.83,OK
4900,4900,2023-12-02,75.63,Rejected
4901,4901,2023-08-05,96.05,OK
4902,4902,2024-08-02,83.74,OK
4903,4903,2023-11-30,89.17,Minor Issue
4904,4904,2024-08-01,76.82,Rejected
4905,4905,2024-08-04,70.96,OK
4906,4906,2024-12-18,71.42,Rejected
4907,4907,2023-12-27,93.11,Rejected
4908,4908,2023-04-13,83.67,Rejected
4909,4909,2024-01-08,73.48,OK
4910,4910,2024-02-02,94.11,Minor Issue
4911,4911,2024-03-23,82.51,OK
4912,4912,2024-04-12,72.67,Minor Issue
4913,4913,2024-05-16,93.03,Rejected
4914,4914,2023-09-21,91.07,Rejected
4915,4915,2024-04-14,91.51,OK
4916,4916,2023-07-13,79.26,Rejected
4917,4917,2023-06-10,84.84,OK
4918,4918,2023-05-04,75.38,Rejected
4919,4919,2024-06-26,85.2,OK
4920,4920,2024-11-15,90.8,OK
4921,4921,2023-08-27,97.86,Minor Issue
4922,4922,2023-09-08,81.96,Minor Issue
4923,4923,2024-01-27,91.63,Minor Issue
4924,4924,2024-05-19,97.54,Minor Issue
4925,4925,2023-02-01,76.41,Rejected
4926,4926,2024-03-20,93.25,Rejected
4927,4927,2024-11-05,97.79,Minor Issue
4928,4928,2023-08-24,92.39,Minor Issue
4929,4929,2024-07-27,95.06,Minor Issue
4930,4930,2023-07-21,93.12,Minor Issue
4931,4931,2023-07-26,74.68,OK
4932,4932,2023-01-01,87.44,OK
4933,4933,2023-06-16,96.9,Rejected
4934,4934,2023-05-12,90.41,OK
4935,4935,2023-12-11,70.86,OK
4936,4936,2024-05-20,94.25,OK
4937,4937,2023-11-15,70.69,Rejected
4938,4938,2023-09-06,77.53,Rejected
4939,4939,2024-09-10,78.13,OK
4940,4940,2024-12-15,85.44,Minor Issue
4941,4941,2023-11-16,78.03,Minor Issue
4942,4942,2023-11-12,74.03,Minor Issue
4943,4943,2023-03-29,70.42,OK
4944,4944,2023-04-16,93.62,Minor Issue
4945,4945,2023-08-08,83.99,Rejected
4946,4946,2024-10-09,87.32,Minor Issue
4947,4947,2023-01-07,91.5,OK
4948,4948,2023-05-17,92.35,OK
4949,4949,2023-01-16,89.64,Rejected
4950,4950,2024-05-19,73.21,OK
4951,4951,2024-09-25,71.07,OK
4952,4952,2023-06-20,91.49,Rejected
4953,4953,2023-03-05,87.98,Minor Issue
4954,4954,2023-09-17,81.67,Minor Issue
4955,4955,2023-01-19,78.99,Minor Issue
4956,4956,2023-12-06,71.13,OK
4957,4957,2024-11-08,80.25,OK
4958,4958,2023-10-25,94.76,OK
4959,4959,2023-01-22,92.3,Minor Issue
4960,4960,2023-06-15,79.23,Minor Issue
4961,4961,2024-04-01,80.88,Rejected
4962,4962,2023-05-28,74.59,Minor Issue
4963,4963,2023-12-31,84.35,Minor Issue
4964,4964,2023-09-23,87.17,Minor Issue
4965,4965,2023-03-29,70.77,Minor Issue
4966,4966,2024-01-20,73.65,Rejected
4967,4967,2023-10-28,77.15,OK
4968,4968,2023-06-03,88.95,OK
4969,4969,2023-06-19,90.87,Minor Issue
4970,4970,2023-01-30,72.43,OK
4971,4971,2024-10-20,84.61,OK
4972,4972,2024-05-10,70.89,OK
4973,4973,2023-05-26,73.09,Rejected
4974,4974,2023-06-23,72.47,Minor Issue
4975,4975,2024-08-19,73.21,OK
4976,4976,2024-11-17,93.0,OK
4977,4977,2023-10-29,91.07,Rejected
4978,4978,2023-09-28,72.71,OK
4979,4979,2024-11-10,92.48,OK
4980,4980,2024-05-30,89.73,Minor Issue
4981,4981,2024-05-02,93.72,Minor Issue
4982,4982,2023-04-26,71.44,Minor Issue
4983,4983,2023-06-27,80.63,Rejected
4984,4984,2023-05-07,75.32,Rejected
4985,4985,2023-10-09,94.16,OK
4986,4986,2023-03-16,75.75,Minor Issue
4987,4987,2023-11-21,75.43,Minor Issue
4988,4988,2024-03-22,91.76,Minor Issue
4989,4989,2023-10-02,80.48,OK
4990,4990,2024-10-26,91.84,Minor Issue
4991,4991,2023-03-04,78.05,Rejected
4992,4992,2024-02-05,94.99,Rejected
4993,4993,2023-07-21,93.17,Minor Issue
4994,4994,2024-12-17,97.12,Minor Issue
4995,4995,2023-02-08,83.76,OK
4996,4996,2024-03-15,86.99,OK
4997,4997,2023-07-15,86.09,Minor Issue
4998,4998,2024-05-31,93.94,Rejected
4999,4999,2024-05-19,94.16,Rejected
5000,5000,2024-03-10,94.66,OK
5001,5001,2024-11-10,76.78,Rejected
5002,5002,2024-06-16,79.98,Minor Issue
5003,5003,2023-01-03,88.71,Minor Issue
5004,5004,2024-04-13,75.57,Minor Issue
5005,5005,2024-03-06,89.35,Rejected
5006,5006,2024-05-31,95.28,OK
5007,5007,2023-09-16,78.84,OK
5008,5008,2023-11-18,84.87,Rejected
5009,5009,2024-02-09,76.38,OK
5010,5010,2024-06-06,74.69,OK
5011,5011,2023-03-04,82.59,OK
5012,5012,2023-10-10,93.42,Rejected
5013,5013,2024-03-15,91.1,Minor Issue
5014,5014,2023-06-26,87.23,Rejected
5015,5015,2023-12-20,84.21,Rejected
5016,5016,2023-10-13,71.55,Minor Issue
5017,5017,2024-09-29,81.79,Rejected
5018,5018,2024-04-24,85.81,Rejected
5019,5019,2024-05-07,84.79,Minor Issue
5020,5020,2024-01-18,91.05,Rejected
5021,5021,2024-09-15,92.41,OK
5022,5022,2023-04-28,83.64,OK
5023,5023,2023-09-05,77.21,Minor Issue
5024,5024,2024-01-14,82.19,Rejected
5025,5025,2023-01-14,71.05,Minor Issue
5026,5026,2023-07-03,77.27,Rejected
5027,5027,2023-12-07,72.01,Minor Issue
5028,5028,2023-09-29,77.05,Rejected
5029,5029,2024-06-29,81.74,Minor Issue
5030,5030,2023-06-14,83.1,Rejected
5031,5031,2023-11-11,84.17,Rejected
5032,5032,2023-07-15,77.82,Rejected
5033,5033,2023-11-18,85.53,Rejected
5034,5034,2023-12-29,77.62,Minor Issue
5035,5035,2023-11-16,84.76,Rejected
5036,5036,2023-11-13,92.49,OK
5037,5037,2023-08-09,79.9,OK
5038,5038,2024-03-14,97.05,Minor Issue
5039,5039,2023-05-12,90.5,Minor Issue
5040,5040,2024-08-29,73.5,Rejected
5041,5041,2024-03-21,81.49,OK
5042,5042,2024-12-10,86.72,OK
5043,5043,2023-05-29,84.71,Rejected
5044,5044,2023-05-05,83.34,OK
5045,5045,2024-09-13,86.47,OK
5046,5046,2024-07-17,87.93,OK
5047,5047,2024-10-03,75.53,OK
5048,5048,2023-09-25,84.52,OK
5049,5049,2023-11-03,71.86,Minor Issue
5050,5050,2023-06-22,82.35,OK
5051,5051,2024-04-24,87.88,OK
5052,5052,2023-08-19,75.89,Rejected
5053,5053,2024-09-29,87.44,Minor Issue
5054,5054,2023-07-22,84.14,Minor Issue
5055,5055,2024-12-03,78.58,OK
5056,5056,2024-12-08,94.88,Rejected
5057,5057,2024-12-17,75.25,Rejected
5058,5058,2024-03-21,94.32,OK
5059,5059,2024-02-02,70.41,Rejected
5060,5060,2023-03-29,90.8,OK
5061,5061,2024-07-02,90.67,OK
5062,5062,2023-08-14,91.91,Minor Issue
5063,5063,2024-11-29,94.03,Minor Issue
5064,5064,2023-04-15,94.11,Rejected
5065,5065,2024-03-07,81.38,Rejected
5066,5066,2024-09-16,86.67,OK
5067,5067,2024-04-11,97.49,Rejected
5068,5068,2024-11-18,77.0,Rejected
5069,5069,2023-06-19,74.59,Rejected
5070,5070,2023-05-24,97.79,Rejected
5071,5071,2023-07-07,87.44,OK
5072,5072,2023-12-05,74.68,OK
5073,5073,2024-03-09,86.96,Minor Issue
5074,5074,2023-04-25,79.41,Rejected
5075,5075,2023-02-23,95.11,Rejected
5076,5076,2023-05-19,89.61,Minor Issue
5077,5077,2024-04-24,82.53,Rejected
5078,5078,2023-06-19,87.04,OK
5079,5079,2024-04-11,86.56,OK
5080,5080,2024-07-05,74.8,OK
5081,5081,2023-09-27,77.35,Minor Issue
5082,5082,2023-04-28,71.33,OK
5083,5083,2023-07-29,93.55,Minor Issue
5084,5084,2024-06-10,71.45,Rejected
5085,5085,2023-11-22,75.47,Rejected
5086,5086,2023-02-19,92.28,Minor Issue
5087,5087,2023-11-22,74.35,Rejected
5088,5088,2023-01-21,89.76,OK
5089,5089,2023-12-11,77.74,OK
5090,5090,2024-01-10,93.8,Minor Issue
5091,5091,2023-07-23,96.75,Minor Issue
5092,5092,2024-01-12,75.55,Minor Issue
5093,5093,2023-06-06,84.23,Minor Issue
5094,5094,2024-11-01,80.49,Rejected
5095,5095,2023-05-30,71.38,Rejected
5096,5096,2023-03-19,95.87,OK
5097,5097,2024-02-19,78.27,OK
5098,5098,2024-05-10,85.34,Rejected
5099,5099,2023-10-04,89.08,Minor Issue
5100,5100,2024-05-27,91.84,OK
5101,5101,2024-02-11,74.33,Rejected
5102,5102,2024-07-19,87.96,Rejected
5103,5103,2023-09-06,91.99,OK
5104,5104,2024-01-31,83.44,Rejected
5105,5105,2023-07-17,85.54,OK
5106,5106,2024-10-05,85.45,OK
5107,5107,2023-07-11,84.81,Minor Issue
5108,5108,2023-10-24,92.84,Rejected
5109,5109,2024-03-27,86.22,Minor Issue
5110,5110,2023-11-25,87.84,Minor Issue
5111,5111,2023-01-01,80.92,OK
5112,5112,2024-08-21,94.04,Minor Issue
5113,5113,2023-10-02,78.14,OK
5114,5114,2024-05-18,75.86,OK
5115,5115,2024-02-09,95.3,Rejected
5116,5116,2024-03-05,87.29,Rejected
5117,5117,2024-02-02,94.73,OK
5118,5118,2023-08-26,70.79,Minor Issue
5119,5119,2023-06-23,77.43,OK
5120,5120,2023-07-14,73.96,OK
5121,5121,2024-10-19,97.8,OK
5122,5122,2023-07-06,83.05,OK
5123,5123,2024-01-28,78.49,Minor Issue
5124,5124,2024-05-07,80.57,OK
5125,5125,2023-02-22,97.95,Minor Issue
5126,5126,2023-12-26,91.22,OK
5127,5127,2023-08-20,70.01,Rejected
5128,5128,2024-05-10,82.99,OK
5129,5129,2024-01-03,90.5,Rejected
5130,5130,2024-06-06,74.49,Rejected
5131,5131,2024-03-16,77.32,Rejected
5132,5132,2024-09-13,88.44,Minor Issue
5133,5133,2023-07-25,86.06,Rejected
5134,5134,2024-09-01,73.75,OK
5135,5135,2024-01-06,72.53,Rejected
5136,5136,2023-07-31,80.83,Rejected
5137,5137,2023-11-26,89.58,Minor Issue
5138,5138,2024-09-16,86.7,Rejected
5139,5139,2024-08-23,96.29,Rejected
5140,5140,2024-08-13,93.39,Minor Issue
5141,5141,2024-02-05,73.02,Minor Issue
5142,5142,2023-05-16,89.87,Minor Issue
5143,5143,2023-07-05,90.45,Minor Issue
5144,5144,2024-04-19,75.89,Rejected
5145,5145,2024-05-11,74.79,Rejected
5146,5146,2023-10-23,87.45,OK
5147,5147,2023-06-15,75.63,Rejected
5148,5148,2023-10-26,84.41,OK
5149,5149,2024-03-08,91.2,Minor Issue
5150,5150,2024-05-22,75.48,Minor Issue
5151,5151,2024-01-23,92.08,Rejected
5152,5152,2023-05-24,83.75,Rejected
5153,5153,2023-03-11,78.58,OK
5154,5154,2024-03-01,83.09,OK
5155,5155,2023-07-22,72.57,Rejected
5156,5156,2024-01-08,83.79,OK
5157,5157,2024-10-01,96.64,OK
5158,5158,2023-05-31,88.75,Rejected
5159,5159,2024-02-08,91.91,Rejected
5160,5160,2024-12-11,79.35,Rejected
5161,5161,2024-05-25,95.74,Rejected
5162,5162,2023-01-17,72.79,OK
5163,5163,2023-10-14,77.04,OK
5164,5164,2023-04-08,88.96,Rejected
5165,5165,2023-06-15,79.15,Rejected
5166,5166,2024-01-22,83.28,Minor Issue
5167,5167,2023-09-03,89.26,Minor Issue
5168,5168,2024-11-29,73.52,Rejected
5169,5169,2023-12-14,79.56,Minor Issue
5170,5170,2023-07-29,71.65,Minor Issue
5171,5171,2024-11-08,83.46,Minor Issue
5172,5172,2023-08-17,90.93,Minor Issue
5173,5173,2023-07-20,85.07,Minor Issue
5174,5174,2024-12-03,89.51,OK
5175,5175,2024-07-27,72.95,Minor Issue
5176,5176,2023-07-16,90.92,Minor Issue
5177,5177,2023-01-25,95.53,Minor Issue
5178,5178,2024-02-04,95.32,OK
5179,5179,2024-06-11,97.88,Rejected
5180,5180,2023-06-13,97.81,OK
5181,5181,2024-07-22,86.54,Rejected
5182,5182,2023-10-30,93.79,Minor Issue
5183,5183,2023-02-21,71.7,OK
5184,5184,2024-07-11,90.74,Minor Issue
5185,5185,2023-10-24,86.61,OK
5186,5186,2023-02-14,93.45,Rejected
5187,5187,2024-05-22,71.82,Rejected
5188,5188,2023-06-23,75.54,OK
5189,5189,2024-07-21,93.97,Minor Issue
5190,5190,2024-10-27,95.75,Rejected
5191,5191,2023-02-28,70.96,Rejected
5192,5192,2023-07-15,95.12,Rejected
5193,5193,2023-11-18,85.3,Minor Issue
5194,5194,2024-08-01,83.25,OK
5195,5195,2024-08-21,87.83,Rejected
5196,5196,2024-03-20,86.89,OK
5197,5197,2023-03-26,88.45,OK
5198,5198,2023-06-02,78.9,Minor Issue
5199,5199,2024-05-10,79.02,Minor Issue
5200,5200,2023-02-10,82.97,Minor Issue
5201,5201,2023-10-23,92.12,OK
5202,5202,2023-10-11,90.8,Rejected
5203,5203,2024-07-01,97.45,Minor Issue
5204,5204,2023-09-17,73.48,Minor Issue
5205,5205,2023-08-08,94.37,OK
5206,5206,2024-03-07,89.39,Rejected
5207,5207,2023-07-21,87.44,OK
5208,5208,2024-03-19,74.29,OK
5209,5209,2023-08-04,95.09,Minor Issue
5210,5210,2023-09-20,93.49,OK
5211,5211,2024-11-03,90.08,OK
5212,5212,2024-01-03,94.85,Rejected
5213,5213,2023-06-22,83.07,Rejected
5214,5214,2024-05-20,83.68,Minor Issue
5215,5215,2024-04-02,85.59,Rejected
5216,5216,2024-06-13,78.8,Minor Issue
5217,5217,2023-10-14,97.76,OK
5218,5218,2023-04-18,74.88,Minor Issue
5219,5219,2024-04-01,88.71,Minor Issue
5220,5220,2024-01-13,92.08,Rejected
5221,5221,2023-12-11,75.67,Minor Issue
5222,5222,2023-06-04,77.2,Rejected
5223,5223,2024-05-08,77.02,OK
5224,5224,2024-10-27,70.77,OK
5225,5225,2024-05-11,70.39,OK
5226,5226,2023-02-27,92.92,OK
5227,5227,2024-05-05,88.69,OK
5228,5228,2023-05-12,92.3,OK
5229,5229,2024-07-20,76.2,Rejected
5230,5230,2024-12-11,93.93,OK
5231,5231,2023-12-09,80.61,Rejected
5232,5232,2023-12-15,85.67,Rejected
5233,5233,2023-01-28,81.34,OK
5234,5234,2024-10-16,93.47,Rejected
5235,5235,2024-04-14,91.44,Rejected
5236,5236,2024-09-17,92.77,Minor Issue
5237,5237,2024-01-06,92.05,Minor Issue
5238,5238,2023-02-04,91.11,Rejected
5239,5239,2024-05-10,81.98,Minor Issue
5240,5240,2023-04-12,88.69,Minor Issue
5241,5241,2024-10-27,91.83,Minor Issue
5242,5242,2024-04-11,85.39,Rejected
5243,5243,2023-03-03,90.75,Rejected
5244,5244,2024-01-13,95.32,OK
5245,5245,2024-06-16,83.56,Minor Issue
5246,5246,2023-12-01,70.55,OK
5247,5247,2023-10-05,96.16,Rejected
5248,5248,2023-09-11,80.79,Rejected
5249,5249,2023-08-30,84.21,Minor Issue
5250,5250,2023-02-18,76.16,Minor Issue
5251,5251,2024-08-26,75.62,Rejected
5252,5252,2024-04-11,71.85,OK
5253,5253,2024-04-26,93.09,Minor Issue
5254,5254,2024-11-14,96.4,OK
5255,5255,2023-02-11,84.89,OK
5256,5256,2023-07-17,70.34,Rejected
5257,5257,2023-05-05,70.43,Minor Issue
5258,5258,2024-09-22,78.41,Rejected
5259,5259,2023-07-28,76.82,OK
5260,5260,2023-09-20,84.66,OK
5261,5261,2023-12-03,76.52,Rejected
5262,5262,2024-07-07,87.41,Minor Issue
5263,5263,2024-04-19,81.96,OK
5264,5264,2024-03-12,79.03,Rejected
5265,5265,2024-04-06,80.7,Minor Issue
5266,5266,2024-10-21,89.23,OK
5267,5267,2023-07-11,86.16,Rejected
5268,5268,2024-03-12,85.43,Minor Issue
5269,5269,2023-12-31,77.33,Minor Issue
5270,5270,2024-05-26,79.06,Minor Issue
5271,5271,2024-11-04,74.02,Rejected
5272,5272,2024-03-21,92.47,OK
5273,5273,2024-12-13,86.2,Minor Issue
5274,5274,2024-12-10,92.73,OK
5275,5275,2024-01-13,78.85,OK
5276,5276,2024-09-12,70.82,OK
5277,5277,2023-01-10,72.6,OK
5278,5278,2023-04-24,91.64,OK
5279,5279,2023-04-28,76.03,Rejected
5280,5280,2023-04-07,72.7,OK
5281,5281,2023-12-15,97.45,Rejected
5282,5282,2023-01-14,70.65,Minor Issue
5283,5283,2024-08-27,93.17,Minor Issue
5284,5284,2024-02-19,74.62,OK
5285,5285,2023-07-19,95.94,Minor Issue
5286,5286,2024-03-08,87.94,OK
5287,5287,2024-09-27,77.41,OK
5288,5288,2024-10-25,81.23,Rejected
5289,5289,2024-04-11,78.18,Rejected
5290,5290,2024-03-27,85.02,OK
5291,5291,2023-07-27,86.53,Rejected
5292,5292,2024-12-19,91.64,Rejected
5293,5293,2023-11-30,81.66,Rejected
5294,5294,2023-07-16,93.1,OK
5295,5295,2024-07-29,72.98,Rejected
5296,5296,2024-04-21,83.17,Minor Issue
5297,5297,2023-04-05,77.08,Rejected
5298,5298,2024-08-29,71.23,OK
5299,5299,2024-02-15,78.39,Minor Issue
5300,5300,2023-07-14,84.41,Rejected
5301,5301,2023-04-11,75.63,Rejected
5302,5302,2024-01-11,86.63,Minor Issue
5303,5303,2024-03-23,80.61,Minor Issue
5304,5304,2023-05-29,82.73,OK
5305,5305,2024-03-13,88.02,Minor Issue
5306,5306,2023-01-27,71.82,OK
5307,5307,2024-10-24,93.11,OK
5308,5308,2023-09-01,71.44,Rejected
5309,5309,2024-12-21,96.6,OK
5310,5310,2023-06-24,83.75,OK
5311,5311,2023-04-30,72.28,OK
5312,5312,2024-06-22,76.21,Minor Issue
5313,5313,2023-12-12,81.77,OK
5314,5314,2024-01-13,73.9,OK
5315,5315,2024-06-23,77.49,OK
5316,5316,2023-08-04,90.3,Minor Issue
5317,5317,2023-09-05,70.92,OK
5318,5318,2024-09-13,74.36,Rejected
5319,5319,2024-01-17,92.27,Rejected
5320,5320,2024-06-23,85.79,OK
5321,5321,2023-01-08,70.31,Rejected
5322,5322,2023-06-04,84.43,OK
5323,5323,2023-07-12,86.97,Minor Issue
5324,5324,2024-04-19,71.63,Rejected
5325,5325,2023-09-25,70.68,Minor Issue
5326,5326,2024-11-18,89.69,Rejected
