po_id,supplier_id,order_date,expected_delivery,total_amount,status
1094,7,2024-01-21,2024-01-29,140240.04,Delayed
1095,1,2023-03-31,2023-04-13,54610.5,Pending
1096,7,2024-02-24,2024-03-01,119971.73,Delayed
1097,19,2023-11-25,2023-12-08,121854.43,Pending
1098,20,2023-02-08,2023-02-18,131730.12,Pending
1099,8,2024-08-08,2024-08-22,121998.43,Completed
1100,14,2024-01-10,2024-01-15,54881.5,Completed
1101,11,2024-01-20,2024-02-03,181798.43,Completed
1102,12,2024-04-11,2024-04-23,61031.09,Delayed
1103,11,2024-04-16,2024-04-25,185461.26,Delayed
1104,16,2023-03-23,2023-03-28,198793.51,Delayed
1105,18,2023-10-28,2023-11-04,170900.61,Pending
1106,3,2023-05-25,2023-06-05,51742.59,Completed
1107,15,2023-04-06,2023-04-15,86670.92,Delayed
1108,15,2023-05-07,2023-05-16,75757.31,Pending
1109,1,2023-10-04,2023-10-17,112401.34,Completed
1110,6,2023-10-16,2023-10-28,125527.89,Delayed
1111,4,2024-11-01,2024-11-16,137320.17,Delayed
1112,6,2024-11-24,2024-11-29,110603.94,Delayed
1113,11,2024-01-30,2024-02-04,55096.62,Pending
1114,11,2024-09-16,2024-09-23,183632.06,Completed
1115,14,2024-05-11,2024-05-23,173796.15,Delayed
1116,2,2023-08-04,2023-08-14,68453.09,Delayed
1117,12,2023-10-22,2023-11-02,88332.92,Pending
1118,9,2023-11-07,2023-11-20,169559.57,Completed
1119,20,2024-05-05,2024-05-20,59064.99,Completed
1120,16,2024-06-14,2024-06-21,85842.01,Delayed
1121,14,2023-09-03,2023-09-10,140120.75,Delayed
1122,5,2024-10-19,2024-10-28,198795.16,Delayed
1123,6,2024-06-17,2024-06-28,82388.53,Pending
1124,6,2023-10-07,2023-10-15,143816.93,Completed
1125,18,2024-03-28,2024-04-11,176489.31,Completed
1126,16,2024-11-07,2024-11-15,90260.7,Completed
1127,14,2024-08-04,2024-08-18,92311.27,Delayed
1128,6,2023-03-14,2023-03-19,186528.14,Delayed
1129,11,2024-10-17,2024-10-24,148101.95,Delayed
1130,1,2024-11-27,2024-12-03,136080.62,Delayed
1131,5,2023-05-12,2023-05-22,59557.8,Pending
1132,6,2023-05-05,2023-05-11,75621.65,Delayed
1133,17,2024-04-29,2024-05-12,163067.98,Completed
1134,12,2023-02-03,2023-02-11,154846.25,Pending
1135,5,2024-09-03,2024-09-09,140992.49,Completed
1136,16,2024-08-07,2024-08-22,55130.16,Completed
1137,4,2023-07-05,2023-07-19,175415.87,Completed
1138,13,2024-01-02,2024-01-14,64509.21,Pending
1139,9,2023-06-15,2023-06-25,109777.29,Pending
1140,7,2023-08-26,2023-09-01,103391.56,Completed
1141,7,2023-09-07,2023-09-15,114322.16,Delayed
1142,1,2023-08-03,2023-08-13,176467.35,Pending
1143,20,2024-08-15,2024-08-28,177007.46,Delayed
1144,10,2024-03-15,2024-03-20,95074.6,Pending
1145,6,2024-08-05,2024-08-17,131952.58,Completed
1146,7,2023-07-13,2023-07-22,55074.05,Pending
1147,5,2023-07-25,2023-08-09,128966.6,Delayed
1148,2,2024-08-24,2024-09-05,92785.73,Completed
1149,17,2023-12-17,2023-12-22,73722.49,Completed
1150,5,2024-09-05,2024-09-18,74529.62,Pending
1151,16,2024-03-04,2024-03-11,155237.04,Pending
1152,3,2024-02-09,2024-02-15,52429.83,Delayed
1153,12,2023-03-12,2023-03-24,155689.65,Pending
1154,15,2023-11-15,2023-11-29,195363.28,Completed
1155,9,2023-06-07,2023-06-18,183885.4,Delayed
1156,10,2024-10-26,2024-11-08,167026.21,Completed
1157,9,2023-07-29,2023-08-05,125263.81,Pending
1158,7,2024-01-08,2024-01-21,103394.18,Completed
1159,6,2023-08-15,2023-08-23,190459.22,Completed
1160,2,2024-10-21,2024-10-26,163225.71,Pending
1161,10,2023-09-08,2023-09-22,160622.38,Completed
1162,20,2023-02-14,2023-02-27,78033.3,Delayed
1163,18,2024-03-21,2024-04-01,73804.45,Delayed
1164,3,2024-10-16,2024-10-25,182779.42,Delayed
1165,10,2023-02-11,2023-02-17,106083.37,Delayed
1166,15,2023-02-28,2023-03-07,74803.67,Pending
1167,4,2023-11-20,2023-11-28,93624.65,Pending
1168,3,2023-09-21,2023-10-05,106373.55,Delayed
1169,12,2024-05-20,2024-06-02,114480.02,Delayed
1170,20,2024-02-11,2024-02-21,135073.17,Pending
1171,12,2024-11-14,2024-11-20,141649.44,Pending
1172,20,2024-09-24,2024-10-06,196523.88,Completed
1173,15,2023-06-16,2023-07-01,76707.36,Pending
1174,18,2023-11-04,2023-11-14,61297.03,Delayed
1175,16,2024-09-19,2024-10-03,186840.64,Pending
1176,3,2023-05-25,2023-06-08,92043.08,Pending
1177,5,2023-08-18,2023-08-25,152446.23,Pending
1178,5,2024-08-04,2024-08-13,140007.48,Delayed
1179,18,2024-10-26,2024-11-09,171106.84,Delayed
1180,8,2023-04-28,2023-05-13,73170.23,Pending
1181,8,2023-02-28,2023-03-09,103698.92,Delayed
1182,15,2023-11-24,2023-11-30,170867.24,Pending
1183,14,2024-09-04,2024-09-09,169503.64,Pending
1184,8,2024-10-05,2024-10-20,166207.27,Completed
1185,10,2024-08-25,2024-09-06,152954.81,Pending
1186,1,2023-08-16,2023-08-30,58518.21,Pending
1187,13,2024-03-23,2024-04-04,56371.67,Completed
1188,1,2024-03-09,2024-03-22,89385.26,Completed
1189,20,2024-09-06,2024-09-21,142117.55,Pending
1190,15,2023-03-28,2023-04-05,152809.1,Completed
1191,18,2024-08-16,2024-08-21,135433.54,Completed
1192,17,2024-05-27,2024-06-02,129407.1,Pending
1193,20,2024-01-22,2024-02-05,114081.56,Completed
1194,2,2023-01-10,2023-01-17,67994.82,Completed
1195,15,2024-07-05,2024-07-16,141523.55,Pending
1196,14,2023-05-22,2023-05-29,197563.7,Completed
1197,6,2023-07-13,2023-07-21,70085.7,Completed
1198,6,2024-04-14,2024-04-27,77350.12,Delayed
1199,6,2023-03-12,2023-03-21,175740.96,Pending
1200,4,2023-01-16,2023-01-28,59001.33,Completed
1201,20,2024-08-12,2024-08-27,173174.04,Pending
1202,8,2024-01-09,2024-01-18,180765.03,Pending
1203,16,2023-07-24,2023-07-29,160235.38,Completed
1204,10,2024-08-21,2024-08-27,66944.29,Pending
1205,16,2024-07-27,2024-08-02,193101.37,Completed
1206,6,2024-08-14,2024-08-23,114190.26,Completed
1207,16,2023-10-31,2023-11-09,95783.28,Pending
1208,19,2023-09-13,2023-09-23,70769.41,Delayed
1209,15,2024-04-05,2024-04-14,192833.2,Delayed
1210,8,2023-01-13,2023-01-24,171898.65,Completed
1211,6,2024-06-15,2024-06-20,105208.57,Delayed
1212,5,2024-03-18,2024-03-29,147192.87,Completed
1213,10,2024-05-05,2024-05-14,111928.11,Completed
1214,19,2024-10-26,2024-10-31,146755.06,Pending
1215,15,2024-06-09,2024-06-16,155002.54,Delayed
1216,3,2024-08-18,2024-09-02,147220.34,Pending
1217,19,2024-08-21,2024-08-29,142236.6,Delayed
1218,7,2024-12-14,2024-12-27,187557.82,Delayed
1219,8,2024-06-26,2024-07-03,65734.45,Pending
1220,3,2023-09-22,2023-10-03,64580.68,Completed
1221,18,2024-06-21,2024-06-29,141231.14,Pending
1222,14,2023-10-09,2023-10-19,157838.3,Pending
1223,4,2023-07-11,2023-07-18,158110.52,Completed
1224,11,2023-04-16,2023-04-27,95367.02,Completed
1225,3,2023-12-30,2024-01-13,100507.98,Delayed
1226,4,2023-05-10,2023-05-18,161123.61,Delayed
1227,13,2023-09-29,2023-10-04,51695.37,Pending
1228,5,2023-03-08,2023-03-22,122070.63,Pending
1229,13,2024-05-16,2024-05-24,50936.32,Delayed
1230,16,2024-11-20,2024-11-30,188464.59,Completed
1231,2,2024-03-02,2024-03-15,93853.78,Delayed
1232,6,2024-08-29,2024-09-06,143032.73,Pending
1233,2,2023-06-06,2023-06-18,89736.02,Pending
1234,5,2023-11-22,2023-11-29,76425.61,Delayed
1235,6,2023-10-28,2023-11-12,193732.55,Delayed
1236,1,2023-08-24,2023-09-08,175175.59,Pending
1237,7,2023-11-17,2023-11-22,61906.39,Delayed
1238,3,2024-12-02,2024-12-17,140957.39,Completed
1239,5,2023-12-20,2024-01-04,74698.56,Pending
1240,6,2024-08-30,2024-09-14,135071.68,Completed
1241,15,2024-11-10,2024-11-18,58064.08,Pending
1242,7,2024-08-16,2024-08-21,176418.6,Completed
1243,17,2023-05-05,2023-05-12,98269.76,Completed
1244,5,2024-01-15,2024-01-30,117133.87,Completed
1245,10,2023-04-20,2023-05-03,72685.66,Delayed
1246,20,2024-02-05,2024-02-18,160231.73,Completed
1247,4,2024-10-25,2024-11-01,159091.35,Completed
1248,9,2024-10-12,2024-10-23,128341.24,Pending
1249,3,2024-08-18,2024-08-28,82085.88,Pending
1250,6,2023-12-02,2023-12-15,58934.69,Pending
1251,2,2023-06-04,2023-06-16,118292.68,Pending
1252,12,2023-01-02,2023-01-16,162635.44,Delayed
1253,10,2023-07-23,2023-08-07,119521.97,Pending
1254,18,2024-10-26,2024-11-05,119189.96,Pending
1255,16,2023-09-12,2023-09-25,161035.59,Delayed
1256,11,2023-05-27,2023-06-11,114368.42,Completed
1257,17,2024-04-28,2024-05-08,89588.06,Completed
1258,14,2024-03-29,2024-04-05,172107.37,Completed
1259,2,2024-06-15,2024-06-20,136623.57,Delayed
1260,20,2024-04-04,2024-04-18,155104.06,Completed
1261,2,2023-02-06,2023-02-17,150346.59,Pending
1262,6,2024-01-30,2024-02-06,117410.94,Completed
1263,11,2023-09-27,2023-10-12,180882.02,Delayed
1264,13,2024-05-30,2024-06-06,79907.54,Completed
1265,18,2023-05-19,2023-06-01,123441.48,Delayed
1266,16,2024-12-14,2024-12-22,90177.71,Completed
1267,5,2023-05-04,2023-05-11,64332.89,Pending
1268,14,2024-04-26,2024-05-01,111999.36,Delayed
1269,10,2024-07-26,2024-08-06,194185.46,Pending
1270,20,2023-11-10,2023-11-21,188334.95,Completed
1271,2,2023-11-12,2023-11-17,52477.91,Pending
1272,17,2024-05-27,2024-06-07,188609.75,Completed
1273,6,2024-11-02,2024-11-10,65251.84,Completed
1274,20,2023-02-10,2023-02-24,78772.52,Pending
1275,18,2024-08-26,2024-09-08,127229.63,Completed
1276,5,2023-08-03,2023-08-09,196596.59,Completed
1277,9,2024-06-21,2024-07-03,161782.98,Pending
1278,15,2023-12-22,2024-01-01,145397.03,Delayed
1279,9,2024-01-18,2024-01-23,178629.3,Pending
1280,19,2023-03-25,2023-04-03,59059.39,Pending
1281,14,2024-04-23,2024-05-07,181225.48,Completed
1282,5,2023-04-14,2023-04-27,111387.02,Pending
1283,6,2023-02-21,2023-02-28,157944.01,Pending
1284,6,2024-10-23,2024-10-31,73322.57,Pending
1285,3,2024-11-15,2024-11-28,135671.86,Completed
1286,18,2023-03-19,2023-03-27,62547.79,Delayed
1287,1,2024-03-27,2024-04-10,91916.32,Completed
1288,4,2024-04-10,2024-04-22,107818.53,Pending
1289,14,2023-05-08,2023-05-23,131746.83,Completed
1290,18,2023-01-16,2023-01-26,144823.95,Completed
1291,9,2023-12-09,2023-12-17,114080.09,Delayed
1292,19,2024-04-05,2024-04-18,124652.17,Pending
1293,18,2024-02-21,2024-02-29,90152.47,Completed
1294,8,2023-02-03,2023-02-11,88376.58,Completed
1295,4,2023-08-16,2023-08-30,113172.82,Pending
1296,15,2024-06-22,2024-06-30,177108.72,Completed
1297,19,2023-04-26,2023-05-06,169730.82,Delayed
1298,14,2024-02-09,2024-02-16,95355.57,Completed
1299,20,2023-12-27,2024-01-06,64175.65,Pending
1300,4,2023-06-18,2023-06-23,183520.18,Completed
1301,20,2024-07-02,2024-07-07,167304.21,Completed
1302,5,2023-09-15,2023-09-25,172873.26,Completed
1303,14,2024-09-12,2024-09-27,69744.49,Delayed
1304,10,2024-11-29,2024-12-13,111437.47,Delayed
1305,9,2024-11-05,2024-11-14,56054.13,Delayed
1306,2,2024-04-18,2024-04-28,79499.76,Pending
1307,10,2023-05-07,2023-05-22,148746.25,Completed
1308,14,2023-07-18,2023-08-01,120753.09,Completed
1309,15,2024-07-06,2024-07-21,114429.53,Completed
1310,1,2023-10-11,2023-10-17,129794.13,Pending
1311,15,2024-06-17,2024-06-26,52873.06,Delayed
1312,14,2023-10-27,2023-11-11,107571.55,Pending
1313,6,2023-09-28,2023-10-03,82565.32,Pending
1314,3,2023-09-11,2023-09-17,174088.29,Pending
1315,8,2023-08-25,2023-08-31,140007.18,Delayed
1316,19,2024-08-12,2024-08-18,165062.36,Delayed
1317,13,2024-11-06,2024-11-16,172479.6,Pending
1318,2,2023-05-22,2023-05-28,80572.51,Delayed
1319,15,2023-06-24,2023-07-04,84856.09,Completed
1320,15,2024-08-09,2024-08-14,154409.86,Pending
1321,15,2024-12-14,2024-12-26,173689.02,Completed
1322,7,2023-03-26,2023-04-05,135665.72,Completed
1323,7,2023-01-26,2023-02-07,174873.45,Pending
1324,11,2024-08-11,2024-08-20,60029.2,Pending
1325,19,2024-09-28,2024-10-13,65299.06,Completed
1326,8,2023-09-30,2023-10-08,104263.09,Delayed
1327,20,2024-04-24,2024-04-30,99074.81,Completed
1328,17,2023-03-01,2023-03-09,122156.43,Delayed
1329,3,2024-05-02,2024-05-16,51756.23,Pending
1330,5,2023-11-26,2023-12-07,136320.36,Pending
1331,15,2023-02-04,2023-02-11,119605.58,Completed
1332,5,2023-05-06,2023-05-11,95486.62,Pending
1333,18,2023-10-12,2023-10-22,102323.35,Delayed
1334,2,2024-04-25,2024-05-06,135031.92,Completed
1335,5,2024-12-16,2024-12-25,151361.26,Pending
1336,3,2024-09-08,2024-09-22,184590.72,Delayed
1337,9,2024-03-26,2024-04-07,134228.97,Pending
1338,15,2023-10-28,2023-11-07,166760.5,Pending
1339,1,2024-04-04,2024-04-10,143492.39,Delayed
1340,12,2024-11-14,2024-11-24,64867.89,Completed
1341,20,2024-09-28,2024-10-11,94510.58,Pending
1342,14,2023-07-12,2023-07-20,87189.87,Pending
1343,18,2024-08-13,2024-08-18,196638.4,Delayed
1344,5,2023-10-07,2023-10-17,146382.02,Delayed
1345,19,2023-02-23,2023-03-07,149059.32,Completed
1346,13,2024-11-10,2024-11-23,91247.24,Delayed
1347,9,2023-03-31,2023-04-06,58822.16,Pending
1348,5,2023-11-15,2023-11-23,104030.6,Pending
1349,7,2024-06-24,2024-07-04,101369.95,Completed
1350,18,2024-08-14,2024-08-29,118442.52,Delayed
1351,4,2024-06-28,2024-07-13,168127.97,Completed
1352,3,2024-07-04,2024-07-18,101787.96,Delayed
1353,17,2023-05-29,2023-06-03,92317.93,Completed
1354,13,2024-08-04,2024-08-09,180568.67,Pending
1355,8,2024-05-30,2024-06-07,167800.96,Pending
1356,7,2023-02-16,2023-02-22,151796.4,Delayed
1357,20,2023-09-09,2023-09-18,166673.85,Pending
1358,6,2024-04-29,2024-05-08,105007.94,Delayed
1359,9,2023-04-24,2023-05-02,172875.73,Delayed
1360,20,2024-08-22,2024-09-01,93504.28,Completed
1361,15,2024-06-10,2024-06-17,151151.89,Delayed
1362,8,2024-04-22,2024-05-01,195610.59,Delayed
1363,6,2023-11-27,2023-12-06,149881.02,Completed
1364,15,2024-12-04,2024-12-15,56607.76,Pending
1365,17,2023-08-05,2023-08-12,115483.82,Delayed
1366,2,2024-07-03,2024-07-16,171698.83,Pending
1367,8,2023-12-12,2023-12-27,179887.09,Delayed
1368,15,2023-04-14,2023-04-29,157167.07,Completed
1369,15,2023-03-14,2023-03-23,82537.11,Pending
1370,1,2023-01-02,2023-01-10,114712.75,Pending
1371,6,2023-12-12,2023-12-25,158168.94,Completed
1372,18,2023-04-14,2023-04-22,75855.61,Delayed
1373,19,2024-02-05,2024-02-20,162683.35,Delayed
1374,19,2024-11-29,2024-12-14,131771.93,Pending
1375,18,2023-12-05,2023-12-12,135312.08,Pending
1376,8,2023-05-03,2023-05-13,115153.98,Delayed
1377,12,2023-12-19,2023-12-27,60884.1,Completed
1378,12,2024-11-22,2024-11-28,142346.54,Completed
1379,9,2024-01-30,2024-02-06,157688.37,Pending
1380,2,2023-06-08,2023-06-19,51460.18,Pending
1381,20,2023-10-11,2023-10-17,115749.32,Delayed
1382,12,2024-06-05,2024-06-12,124011.24,Completed
1383,20,2024-05-15,2024-05-29,190655.68,Completed
1384,14,2024-09-16,2024-09-24,129480.04,Completed
1385,17,2023-03-24,2023-04-08,74081.05,Pending
1386,11,2023-03-29,2023-04-08,160400.14,Delayed
1387,17,2024-06-11,2024-06-22,85529.74,Delayed
1388,9,2024-02-10,2024-02-22,163395.1,Delayed
1389,15,2024-05-01,2024-05-13,147180.97,Delayed
1390,4,2024-03-24,2024-03-29,101191.79,Completed
1391,20,2024-03-26,2024-04-07,68655.09,Delayed
1392,11,2024-10-12,2024-10-26,160167.89,Delayed
1393,19,2024-11-15,2024-11-21,58506.64,Pending
1394,3,2024-02-10,2024-02-25,88598.86,Completed
1395,2,2024-03-20,2024-03-29,186473.47,Pending
1396,16,2024-07-12,2024-07-22,199687.42,Completed
1397,12,2023-08-24,2023-09-02,127908.99,Completed
1398,1,2023-12-13,2023-12-21,124835.35,Pending
1399,14,2023-07-23,2023-07-29,196984.91,Completed
1400,9,2023-06-23,2023-07-04,59014.62,Completed
1401,16,2023-06-13,2023-06-20,100881.76,Completed
1402,10,2023-06-04,2023-06-19,194154.19,Completed
1403,8,2024-05-16,2024-05-21,66610.65,Completed
1404,20,2023-07-06,2023-07-17,52129.26,Pending
1405,19,2024-04-19,2024-04-28,148459.46,Pending
1406,2,2023-01-06,2023-01-12,166121.81,Completed
1407,2,2024-12-19,2024-12-30,60323.52,Delayed
1408,17,2023-03-30,2023-04-06,184156.49,Completed
1409,9,2023-06-06,2023-06-17,132448.21,Delayed
1410,12,2024-02-14,2024-02-25,142258.6,Completed
1411,13,2023-01-26,2023-01-31,98938.06,Completed
1412,9,2023-12-23,2024-01-06,97361.92,Completed
1413,18,2024-07-31,2024-08-09,102998.67,Completed
1414,16,2024-06-25,2024-07-05,83202.17,Pending
1415,16,2023-01-11,2023-01-16,83177.71,Completed
1416,14,2023-12-31,2024-01-09,138448.39,Completed
1417,9,2024-06-30,2024-07-12,88863.77,Delayed
1418,17,2023-08-01,2023-08-14,164179.56,Delayed
1419,17,2023-07-04,2023-07-09,99861.98,Pending
1420,8,2024-10-15,2024-10-28,199125.41,Completed
1421,2,2024-06-05,2024-06-13,131211.85,Delayed
1422,12,2024-09-26,2024-10-02,143528.87,Completed
1423,15,2024-06-14,2024-06-21,132828.88,Delayed
1424,20,2023-11-04,2023-11-10,128065.53,Completed
1425,20,2023-11-09,2023-11-24,130022.31,Pending
1426,3,2023-12-02,2023-12-07,120018.33,Pending
1427,12,2024-11-16,2024-11-22,199417.71,Pending
1428,8,2023-10-06,2023-10-12,159720.29,Delayed
1429,14,2023-12-11,2023-12-16,193035.06,Delayed
1430,4,2023-02-04,2023-02-17,152159.79,Pending
1431,14,2023-01-04,2023-01-12,175482.7,Pending
1432,19,2023-10-08,2023-10-17,189457.49,Delayed
1433,20,2023-11-15,2023-11-28,76648.19,Pending
1434,16,2023-03-31,2023-04-14,137346.01,Pending
1435,6,2023-06-06,2023-06-20,102725.8,Pending
1436,5,2023-05-10,2023-05-23,136165.49,Delayed
1437,6,2023-10-05,2023-10-13,101476.75,Delayed
1438,12,2023-01-14,2023-01-20,187458.56,Completed
1439,15,2023-04-04,2023-04-16,90878.98,Pending
1440,15,2023-10-28,2023-11-04,78110.69,Completed
1441,17,2024-09-28,2024-10-03,73739.79,Pending
1442,8,2024-10-23,2024-10-31,139229.36,Completed
1443,9,2024-11-27,2024-12-07,87455.38,Pending
1444,6,2023-11-15,2023-11-23,115016.77,Completed
1445,3,2024-12-19,2025-01-03,93347.55,Delayed
1446,2,2024-02-05,2024-02-13,168848.74,Completed
1447,5,2023-02-24,2023-03-07,55836.51,Pending
1448,1,2023-11-04,2023-11-18,118456.94,Completed
1449,5,2024-12-13,2024-12-18,176209.33,Completed
1450,20,2023-02-12,2023-02-23,69721.84,Pending
1451,8,2024-09-19,2024-09-25,123811.8,Pending
1452,18,2024-03-05,2024-03-18,190453.61,Pending
1453,20,2023-08-06,2023-08-14,71787.82,Pending
1454,10,2023-11-07,2023-11-20,194286.52,Delayed
1455,17,2023-04-16,2023-04-21,109221.3,Delayed
1456,13,2023-05-23,2023-06-04,183942.63,Delayed
1457,9,2023-08-17,2023-08-25,167893.65,Pending
1458,3,2023-06-07,2023-06-21,154635.84,Delayed
1459,9,2024-09-15,2024-09-22,198817.12,Pending
1460,1,2024-10-04,2024-10-14,88598.47,Delayed
1461,1,2023-04-06,2023-04-16,170415.44,Delayed
1462,13,2024-02-15,2024-02-21,99905.07,Delayed
1463,18,2024-03-14,2024-03-21,198530.06,Pending
1464,5,2023-02-22,2023-02-27,171249.11,Pending
1465,6,2024-12-05,2024-12-14,185939.62,Delayed
1466,14,2024-06-01,2024-06-10,169054.06,Completed
1467,15,2023-09-15,2023-09-27,197629.2,Pending
1468,4,2023-07-25,2023-07-30,150058.93,Completed
1469,5,2023-11-10,2023-11-17,123066.77,Delayed
1470,3,2023-12-05,2023-12-11,83325.33,Delayed
1471,12,2024-06-26,2024-07-08,105604.03,Completed
1472,19,2023-05-01,2023-05-12,74791.73,Completed
1473,9,2023-08-23,2023-08-30,162258.88,Pending
1474,19,2024-12-20,2024-12-30,69212.68,Pending
1475,9,2024-01-08,2024-01-20,90436.18,Delayed
1476,2,2023-11-12,2023-11-22,115027.62,Completed
1477,16,2024-06-08,2024-06-18,90384.8,Pending
1478,15,2024-02-23,2024-02-29,136834.03,Pending
1479,1,2023-11-17,2023-11-27,60729.97,Completed
1480,17,2023-05-10,2023-05-21,147685.52,Pending
1481,3,2024-02-24,2024-03-09,78414.16,Delayed
1482,19,2024-10-20,2024-11-01,90664.04,Pending
1483,11,2024-03-14,2024-03-27,154686.57,Delayed
1484,12,2024-11-10,2024-11-15,51562.27,Pending
1485,17,2023-09-06,2023-09-14,146777.8,Delayed
1486,4,2023-08-25,2023-09-01,65764.61,Completed
1487,12,2024-06-28,2024-07-07,163305.16,Completed
1488,15,2024-07-21,2024-07-27,101798.73,Completed
1489,7,2023-05-25,2023-06-05,97079.09,Completed
1490,13,2024-09-07,2024-09-16,77318.8,Completed
1491,15,2024-07-15,2024-07-21,182202.7,Delayed
1492,10,2024-07-31,2024-08-12,99354.14,Delayed
1493,4,2023-01-29,2023-02-11,161331.62,Pending
1494,2,2023-01-04,2023-01-14,199286.89,Pending
1495,8,2024-11-13,2024-11-24,129160.06,Delayed
1496,14,2023-01-29,2023-02-09,182483.18,Pending
1497,2,2024-06-11,2024-06-24,133880.58,Pending
1498,16,2023-05-25,2023-05-30,103405.03,Completed
1499,4,2023-02-13,2023-02-27,80745.16,Completed
1500,20,2023-04-06,2023-04-21,130024.24,Pending
1501,4,2023-05-20,2023-06-04,152384.64,Completed
1502,20,2023-02-21,2023-03-02,146056.84,Completed
1503,7,2024-03-24,2024-03-29,161793.45,Delayed
1504,2,2024-05-28,2024-06-06,73724.12,Pending
1505,20,2023-08-03,2023-08-16,177077.76,Completed
1506,16,2024-03-22,2024-03-27,199565.38,Pending
1507,20,2023-07-02,2023-07-12,155767.81,Delayed
1508,8,2024-11-18,2024-12-01,52855.83,Completed
1509,10,2023-06-24,2023-07-03,105840.76,Delayed
1510,5,2023-09-04,2023-09-09,111474.67,Pending
1511,8,2023-06-05,2023-06-15,172735.87,Pending
1512,14,2024-06-01,2024-06-08,159182.58,Completed
1513,12,2023-05-11,2023-05-26,64792.37,Delayed
1514,9,2023-08-11,2023-08-25,137227.77,Completed
1515,17,2024-09-14,2024-09-20,124487.47,Pending
1516,8,2024-05-21,2024-06-02,105088.64,Pending
1517,1,2024-08-21,2024-09-03,90545.06,Delayed
1518,12,2023-06-20,2023-07-02,116098.79,Pending
1519,2,2024-06-28,2024-07-10,128560.77,Delayed
1520,2,2023-12-04,2023-12-12,66719.38,Delayed
1521,1,2024-01-09,2024-01-18,125991.99,Pending
1522,20,2024-12-12,2024-12-25,173399.45,Delayed
1523,13,2024-04-09,2024-04-19,96706.66,Pending
1524,5,2024-05-31,2024-06-10,113090.56,Delayed
1525,10,2023-01-13,2023-01-25,102668.3,Pending
1526,14,2023-06-05,2023-06-16,54924.31,Pending
1527,12,2024-06-13,2024-06-18,191322.39,Delayed
1528,20,2024-02-20,2024-03-02,171607.22,Pending
1529,4,2023-05-01,2023-05-14,72193.83,Completed
1530,19,2024-03-18,2024-03-24,193743.91,Delayed
1531,8,2023-12-28,2024-01-03,163901.38,Completed
1532,17,2024-10-15,2024-10-28,97037.94,Completed
1533,14,2023-07-19,2023-07-24,129041.45,Pending
1534,14,2024-01-28,2024-02-06,144876.71,Completed
1535,19,2023-03-19,2023-03-25,85720.83,Pending
1536,8,2024-02-13,2024-02-28,111962.2,Pending
1537,5,2023-03-07,2023-03-15,129658.53,Completed
1538,5,2023-03-04,2023-03-16,141829.25,Pending
1539,12,2024-03-31,2024-04-11,92956.74,Delayed
1540,20,2024-06-04,2024-06-15,79178.67,Pending
1541,19,2024-06-25,2024-06-30,111145.95,Delayed
1542,11,2023-06-03,2023-06-14,51043.68,Completed
1543,18,2024-11-15,2024-11-28,77073.33,Delayed
1544,4,2024-09-01,2024-09-15,76509.43,Pending
1545,12,2024-07-14,2024-07-28,72269.01,Completed
1546,20,2024-08-02,2024-08-12,93387.75,Completed
1547,6,2024-05-28,2024-06-02,111554.67,Pending
1548,13,2023-11-30,2023-12-06,86436.9,Delayed
1549,1,2024-03-01,2024-03-06,103087.84,Delayed
1550,16,2024-08-03,2024-08-15,129000.48,Delayed
1551,12,2023-04-16,2023-04-26,92171.26,Delayed
1552,14,2023-04-21,2023-05-03,156289.79,Completed
1553,3,2024-04-21,2024-05-04,97247.9,Pending
1554,8,2023-05-18,2023-05-25,180302.95,Delayed
1555,11,2023-10-08,2023-10-17,102867.35,Pending
1556,19,2024-10-12,2024-10-21,159840.28,Delayed
1557,4,2023-12-19,2024-01-02,146179.7,Completed
1558,16,2024-05-21,2024-05-29,51163.13,Delayed
1559,1,2023-10-14,2023-10-27,84586.35,Delayed
1560,7,2024-11-30,2024-12-10,68486.84,Delayed
1561,15,2024-06-05,2024-06-16,182841.5,Completed
1562,18,2024-03-22,2024-04-04,136360.86,Delayed
1563,5,2023-11-10,2023-11-19,105130.62,Delayed
1564,16,2023-02-16,2023-02-28,67712.03,Delayed
1565,10,2024-09-20,2024-10-04,192406.71,Completed
1566,20,2024-07-02,2024-07-13,95501.62,Delayed
1567,10,2023-10-10,2023-10-23,167909.13,Delayed
1568,19,2024-01-08,2024-01-20,93082.27,Delayed
1569,18,2023-07-04,2023-07-15,120802.14,Completed
1570,4,2023-07-22,2023-07-28,179406.74,Completed
1571,4,2023-05-18,2023-05-27,109561.72,Pending
1572,14,2024-05-29,2024-06-03,94527.82,Delayed
1573,12,2023-11-08,2023-11-14,177653.88,Completed
1574,2,2023-12-30,2024-01-04,55844.36,Delayed
1575,16,2023-12-16,2023-12-22,175797.46,Delayed
1576,7,2024-03-28,2024-04-02,65501.84,Completed
1577,13,2023-04-16,2023-04-30,163401.77,Delayed
1578,11,2023-07-31,2023-08-05,66458.24,Completed
1579,9,2024-09-14,2024-09-25,175968.09,Delayed
1580,2,2024-11-23,2024-11-30,73182.85,Delayed
1581,8,2024-04-05,2024-04-18,197246.07,Pending
1582,11,2024-12-07,2024-12-15,195040.28,Delayed
1583,11,2023-01-09,2023-01-15,56258.76,Delayed
1584,17,2023-03-20,2023-03-29,73900.29,Completed
1585,1,2024-02-18,2024-03-01,109955.6,Pending
1586,16,2024-06-21,2024-07-01,130391.78,Pending
