invoice_id,po_id,invoice_date,invoice_amount,payment_status
1307,1307,2023-05-12,148746.25,Paid
1308,1308,2023-07-23,120753.09,Unpaid
1309,1309,2024-07-11,114429.53,Paid
1310,1310,2023-10-16,127980.9857281203,Unpaid
1311,1311,2024-06-22,57415.665332920486,Unpaid
1312,1312,2023-11-01,112136.48029683517,Unpaid
1313,1313,2023-10-03,82565.32,Unpaid
1314,1314,2023-09-16,174088.29,Unpaid
1315,1315,2023-08-30,139400.02480369125,Paid
1316,1316,2024-08-17,165062.36,Paid
1317,1317,2024-11-11,172479.6,Unpaid
1318,1318,2023-05-27,80572.51,Unpaid
1319,1319,2023-06-29,84856.09,Paid
1320,1320,2024-08-14,154409.86,Unpaid
1321,1321,2024-12-19,173689.02,Paid
1322,1322,2023-03-31,131851.59235717714,Paid
1323,1323,2023-01-31,174873.45,Unpaid
1324,1324,2024-08-16,60029.2,Paid
1325,1325,2024-10-03,65299.06,Paid
1326,1326,2023-10-05,104263.09,Unpaid
1327,1327,2024-04-29,99074.81,Unpaid
1328,1328,2023-03-06,117248.45856039086,Paid
1329,1329,2024-05-07,51756.23,Unpaid
1330,1330,2023-12-01,136262.96894187617,Paid
1331,1331,2023-02-09,115756.50076612516,Paid
1332,1332,2023-05-11,98146.52006477506,Paid
1333,1333,2023-10-17,102323.35,Paid
1334,1334,2024-04-30,135031.92,Unpaid
1335,1335,2024-12-21,147368.15216396443,Paid
1336,1336,2024-09-13,188543.58789960004,Unpaid
1337,1337,2024-03-31,134228.97,Unpaid
1338,1338,2023-11-02,170330.07136713495,Paid
1339,1339,2024-04-09,143492.39,Paid
1340,1340,2024-11-19,64867.89,Unpaid
1341,1341,2024-10-03,94510.58,Unpaid
1342,1342,2023-07-17,87434.39419730613,Paid
1343,1343,2024-08-18,199324.79086745123,Unpaid
1344,1344,2023-10-12,142620.44191574585,Unpaid
1345,1345,2023-02-28,149059.32,Paid
1346,1346,2024-11-15,91247.24,Paid
1347,1347,2023-04-05,60816.392746313664,Paid
1348,1348,2023-11-20,104030.6,Paid
1349,1349,2024-06-29,101369.95,Paid
1350,1350,2024-08-19,118442.52,Unpaid
1351,1351,2024-07-03,168127.97,Paid
1352,1352,2024-07-09,101787.96,Paid
1353,1353,2023-06-03,92317.93,Unpaid
1354,1354,2024-08-09,180568.67,Paid
1355,1355,2024-06-04,167800.96,Paid
1356,1356,2023-02-21,154672.60506567848,Paid
1357,1357,2023-09-14,166673.85,Paid
1358,1358,2024-05-04,105007.94,Unpaid
1359,1359,2023-04-29,172875.73,Unpaid
1360,1360,2024-08-27,93504.28,Paid
1361,1361,2024-06-15,151151.89,Unpaid
1362,1362,2024-04-27,200480.14957345885,Unpaid
1363,1363,2023-12-02,149881.02,Paid
1364,1364,2024-12-09,56607.76,Paid
1365,1365,2023-08-10,115483.82,Paid
1366,1366,2024-07-08,171698.83,Paid
1367,1367,2023-12-17,179887.09,Unpaid
1368,1368,2023-04-19,157167.07,Unpaid
1369,1369,2023-03-19,82537.11,Unpaid
1370,1370,2023-01-07,114712.75,Paid
1371,1371,2023-12-17,160566.59021190152,Unpaid
1372,1372,2023-04-19,75855.61,Paid
1373,1373,2024-02-10,166262.46306970727,Unpaid
1374,1374,2024-12-04,131771.93,Paid
1375,1375,2023-12-10,135312.08,Paid
1376,1376,2023-05-08,115153.98,Paid
1377,1377,2023-12-24,60884.1,Paid
1378,1378,2024-11-27,142346.54,Unpaid
1379,1379,2024-02-04,154096.24644680263,Unpaid
1380,1380,2023-06-13,51460.18,Unpaid
1381,1381,2023-10-16,115749.32,Unpaid
1382,1382,2024-06-10,124011.24,Paid
1383,1383,2024-05-20,190655.68,Paid
1384,1384,2024-09-21,129480.04,Unpaid
1385,1385,2023-03-29,74081.05,Unpaid
1386,1386,2023-04-03,160400.14,Unpaid
1387,1387,2024-06-16,85529.74,Unpaid
1388,1388,2024-02-15,168224.60824129876,Unpaid
1389,1389,2024-05-06,147180.97,Paid
1390,1390,2024-03-29,101191.79,Paid
1391,1391,2024-03-31,68655.09,Unpaid
1392,1392,2024-10-17,160167.89,Unpaid
1393,1393,2024-11-20,58506.64,Paid
1394,1394,2024-02-15,88598.86,Paid
1395,1395,2024-03-25,186473.47,Unpaid
1396,1396,2024-07-17,199687.42,Paid
1397,1397,2023-08-29,127908.99,Paid
1398,1398,2023-12-18,124835.35,Paid
1399,1399,2023-07-28,196984.91,Paid
1400,1400,2023-06-28,59014.62,Unpaid
1401,1401,2023-06-18,105658.65987374875,Paid
1402,1402,2023-06-09,194154.19,Unpaid
1403,1403,2024-05-21,66610.65,Paid
1404,1404,2023-07-11,52129.26,Unpaid
1405,1405,2024-04-24,152556.36045239278,Paid
1406,1406,2023-01-11,166121.81,Paid
1407,1407,2024-12-24,60323.52,Unpaid
1408,1408,2023-04-04,184156.49,Paid
1409,1409,2023-06-11,132448.21,Paid
1410,1410,2024-02-19,142258.6,Unpaid
1411,1411,2023-01-31,98938.06,Paid
1412,1412,2023-12-28,97361.92,Unpaid
1413,1413,2024-08-05,102998.67,Paid
1414,1414,2024-06-30,83202.17,Unpaid
1415,1415,2023-01-16,83177.71,Unpaid
1416,1416,2024-01-05,138448.39,Unpaid
1417,1417,2024-07-05,88863.77,Paid
1418,1418,2023-08-06,164179.56,Paid
1419,1419,2023-07-09,99861.98,Paid
1420,1420,2024-10-20,199125.41,Paid
1421,1421,2024-06-10,131211.85,Paid
1422,1422,2024-10-01,143528.87,Paid
1423,1423,2024-06-19,132828.88,Paid
1424,1424,2023-11-09,124327.92006292527,Paid
1425,1425,2023-11-14,127257.90223560187,Paid
1426,1426,2023-12-07,120018.33,Unpaid
1427,1427,2024-11-21,199417.71,Paid
1428,1428,2023-10-11,159720.29,Paid
1429,1429,2023-12-16,193035.06,Paid
1430,1430,2023-02-09,148849.95715190453,Paid
1431,1431,2023-01-09,180137.56944733116,Paid
1432,1432,2023-10-13,189457.49,Unpaid
1433,1433,2023-11-20,74655.34400298112,Paid
1434,1434,2023-04-05,137346.01,Paid
1435,1435,2023-06-11,102725.8,Paid
1436,1436,2023-05-15,138885.71541549114,Paid
1437,1437,2023-10-10,101476.75,Paid
1438,1438,2023-01-19,191201.83050685728,Paid
1439,1439,2023-04-09,95677.35701623875,Unpaid
1440,1440,2023-11-02,78110.69,Unpaid
1441,1441,2024-10-03,73739.79,Unpaid
1442,1442,2024-10-28,139229.36,Unpaid
1443,1443,2024-12-02,87455.38,Unpaid
1444,1444,2023-11-20,115016.77,Paid
1445,1445,2024-12-24,92189.6233836583,Paid
1446,1446,2024-02-10,168848.74,Unpaid
1447,1447,2023-03-01,55836.51,Unpaid
1448,1448,2023-11-09,118456.94,Unpaid
1449,1449,2024-12-18,176209.33,Paid
1450,1450,2023-02-17,69721.84,Unpaid
1451,1451,2024-09-24,123811.8,Paid
1452,1452,2024-03-10,192115.95911899718,Unpaid
1453,1453,2023-08-11,71787.82,Paid
1454,1454,2023-11-12,194286.52,Paid
1455,1455,2023-04-21,109221.3,Unpaid
1456,1456,2023-05-28,183942.63,Paid
1457,1457,2023-08-22,167893.65,Paid
1458,1458,2023-06-12,158741.19545813216,Unpaid
1459,1459,2024-09-20,201134.8056688069,Unpaid
1460,1460,2024-10-09,88598.47,Unpaid
1461,1461,2023-04-11,168984.85535051336,Paid
1462,1462,2024-02-20,97407.81265826648,Paid
1463,1463,2024-03-19,195342.93042788564,Unpaid
1464,1464,2023-02-27,171249.11,Unpaid
1465,1465,2024-12-10,185623.3527690248,Paid
1466,1466,2024-06-06,169054.06,Paid
1467,1467,2023-09-20,197629.2,Paid
1468,1468,2023-07-30,150058.93,Unpaid
1469,1469,2023-11-15,123066.77,Unpaid
1470,1470,2023-12-10,83325.33,Paid
1471,1471,2024-07-01,105604.03,Unpaid
1472,1472,2023-05-06,76526.90431570553,Unpaid
1473,1473,2023-08-28,162258.88,Unpaid
1474,1474,2024-12-25,69212.68,Paid
1475,1475,2024-01-13,90436.18,Paid
1476,1476,2023-11-17,115027.62,Unpaid
1477,1477,2024-06-13,90384.8,Unpaid
1478,1478,2024-02-28,136834.03,Unpaid
1479,1479,2023-11-22,59690.24790111501,Paid
1480,1480,2023-05-15,147685.52,Paid
1481,1481,2024-02-29,76540.22763695531,Unpaid
1482,1482,2024-10-25,90664.04,Paid
1483,1483,2024-03-19,154686.57,Paid
1484,1484,2024-11-15,51562.27,Paid
1485,1485,2023-09-11,146122.11270774994,Unpaid
1486,1486,2023-08-30,65764.61,Unpaid
1487,1487,2024-07-03,163305.16,Paid
1488,1488,2024-07-26,101798.73,Unpaid
1489,1489,2023-05-30,97079.09,Unpaid
1490,1490,2024-09-12,77318.8,Paid
1491,1491,2024-07-20,184414.8217203061,Unpaid
1492,1492,2024-08-05,99354.14,Unpaid
1493,1493,2023-02-03,161331.62,Paid
1494,1494,2023-01-09,199286.89,Paid
1495,1495,2024-11-18,127072.93673945505,Paid
1496,1496,2023-02-03,182483.18,Paid
1497,1497,2024-06-16,133880.58,Unpaid
1498,1498,2023-05-30,103405.03,Unpaid
1499,1499,2023-02-18,81942.40693930998,Unpaid
1500,1500,2023-04-11,130024.24,Unpaid
1501,1501,2023-05-25,152384.64,Unpaid
1502,1502,2023-02-26,146056.84,Paid
1503,1503,2024-03-29,160035.16059708808,Paid
1504,1504,2024-06-02,73724.12,Unpaid
1505,1505,2023-08-08,177077.76,Paid
1506,1506,2024-03-27,199565.38,Unpaid
1507,1507,2023-07-07,154823.09401206335,Paid
1508,1508,2024-11-23,52855.83,Unpaid
1509,1509,2023-06-29,105840.76,Unpaid
1510,1510,2023-09-09,111474.67,Paid
1511,1511,2023-06-10,173032.40714685505,Unpaid
1512,1512,2024-06-06,159182.58,Paid
1513,1513,2023-05-16,64792.37,Paid
1514,1514,2023-08-16,137227.77,Paid
1515,1515,2024-09-19,124487.47,Paid
1516,1516,2024-05-26,105088.64,Paid
1517,1517,2024-08-26,90545.06,Unpaid
1518,1518,2023-06-25,116098.79,Paid
1519,1519,2024-07-03,126317.31429268859,Paid
1520,1520,2023-12-09,66719.38,Paid
1521,1521,2024-01-14,125991.99,Unpaid
1522,1522,2024-12-17,173399.45,Unpaid
1523,1523,2024-04-14,96706.66,Paid
1524,1524,2024-06-05,113090.56,Paid
1525,1525,2023-01-18,102668.3,Paid
1526,1526,2023-06-10,54924.31,Paid
1527,1527,2024-06-18,191322.39,Paid
1528,1528,2024-02-25,167470.73332101176,Paid
1529,1529,2023-05-06,72193.83,Paid
1530,1530,2024-03-23,195205.4745425587,Unpaid
1531,1531,2024-01-02,163901.38,Unpaid
1532,1532,2024-10-20,97037.94,Unpaid
1533,1533,2023-07-24,129041.45,Unpaid
1534,1534,2024-02-02,144876.71,Unpaid
1535,1535,2023-03-24,87765.92413908934,Unpaid
1536,1536,2024-02-18,115509.89486287741,Paid
1537,1537,2023-03-12,126262.28961791826,Paid
1538,1538,2023-03-09,144335.369791739,Unpaid
1539,1539,2024-04-05,89301.5809512846,Paid
1540,1540,2024-06-09,79178.67,Paid
1541,1541,2024-06-30,111145.95,Unpaid
1542,1542,2023-06-08,51043.68,Unpaid
1543,1543,2024-11-20,77073.33,Paid
1544,1544,2024-09-06,76509.43,Paid
1545,1545,2024-07-19,72269.01,Paid
1546,1546,2024-08-07,90562.60105601349,Unpaid
1547,1547,2024-06-02,111554.67,Unpaid
1548,1548,2023-12-05,86436.9,Paid
1549,1549,2024-03-06,103087.84,Unpaid
1550,1550,2024-08-08,129000.48,Paid
1551,1551,2023-04-21,91825.76626720984,Unpaid
1552,1552,2023-04-26,156289.79,Paid
1553,1553,2024-04-26,95632.47113781294,Paid
1554,1554,2023-05-23,180302.95,Unpaid
1555,1555,2023-10-13,102867.35,Unpaid
1556,1556,2024-10-17,159840.28,Unpaid
1557,1557,2023-12-24,146179.7,Unpaid
1558,1558,2024-05-26,51163.13,Paid
1559,1559,2023-10-19,84586.35,Paid
1560,1560,2024-12-05,68486.84,Unpaid
1561,1561,2024-06-10,182841.5,Unpaid
1562,1562,2024-03-27,136360.86,Unpaid
1563,1563,2023-11-15,107327.51635835398,Paid
1564,1564,2023-02-21,67712.03,Unpaid
1565,1565,2024-09-25,189143.95116782896,Paid
1566,1566,2024-07-07,92957.38377468861,Paid
1567,1567,2023-10-15,171761.30887055612,Paid
1568,1568,2024-01-13,88779.34064124498,Paid
1569,1569,2023-07-09,120802.14,Unpaid
1570,1570,2023-07-27,179406.74,Paid
1571,1571,2023-05-23,109561.72,Unpaid
1572,1572,2024-06-03,94527.82,Paid
1573,1573,2023-11-13,177653.88,Unpaid
1574,1574,2024-01-04,55844.36,Paid
1575,1575,2023-12-21,175797.46,Unpaid
1576,1576,2024-04-02,65501.84,Unpaid
1577,1577,2023-04-21,163401.77,Paid
1578,1578,2023-08-05,66458.24,Paid
1579,1579,2024-09-19,175968.09,Unpaid
1580,1580,2024-11-28,73182.85,Paid
1581,1581,2024-04-10,193896.6427885064,Paid
1582,1582,2024-12-12,193891.71843756898,Unpaid
1583,1583,2023-01-14,53741.85063038657,Unpaid
1584,1584,2023-03-25,73900.29,Unpaid
1585,1585,2024-02-23,106830.65520097417,Unpaid
1586,1586,2024-06-26,130391.78,Unpaid
1587,1587,2024-06-10,177140.61,Unpaid
1588,1588,2023-02-11,109572.35,Unpaid
1589,1589,2023-11-16,143420.86,Unpaid
1590,1590,2023-08-25,116028.04,Paid
1591,1591,2023-07-01,142349.84,Paid
1592,1592,2023-01-28,159257.33,Unpaid
1593,1593,2023-11-06,73846.03,Paid
1594,1594,2024-12-03,193934.87,Paid
1595,1595,2024-05-02,96404.25,Paid
1596,1596,2023-03-14,176456.52,Paid
1597,1597,2024-03-08,102916.08,Paid
1598,1598,2024-09-21,163144.8,Unpaid
1599,1599,2024-03-18,105112.92,Paid
1600,1600,2024-01-21,80115.07,Paid
1601,1601,2023-10-15,185589.69,Unpaid
1602,1602,2024-04-17,178279.23,Unpaid
1603,1603,2023-10-31,111911.54,Unpaid
1604,1604,2023-02-23,117520.45,Unpaid
1605,1605,2024-03-27,146653.13898861562,Unpaid
1606,1606,2024-06-11,174545.11,Unpaid
1607,1607,2023-12-14,101277.46,Unpaid
1608,1608,2023-06-05,190019.12,Paid
1609,1609,2024-03-03,150232.69,Unpaid
1610,1610,2024-03-13,63635.34,Unpaid
1611,1611,2024-04-28,84731.73,Unpaid
1612,1612,2023-10-31,171211.92924637115,Unpaid
1613,1613,2023-09-10,85697.72,Paid
1614,1614,2023-01-17,75941.86,Unpaid
1615,1615,2023-02-01,188355.68,Unpaid
1616,1616,2024-06-21,99654.69,Unpaid
1617,1617,2023-07-04,172540.89,Paid
1618,1618,2024-02-03,171718.32,Paid
1619,1619,2023-03-18,140518.16,Unpaid
1620,1620,2024-03-06,161677.54,Unpaid
1621,1621,2023-10-21,144658.11,Unpaid
1622,1622,2023-11-07,90046.5,Paid
1623,1623,2024-05-17,147338.98139118752,Unpaid
1624,1624,2024-11-27,74039.95069301514,Paid
1625,1625,2023-02-13,130105.7687579708,Unpaid
1626,1626,2023-09-11,93497.23,Paid
1627,1627,2023-05-09,94935.83304821832,Paid
1628,1628,2024-08-05,128081.86,Unpaid
1629,1629,2024-09-15,55511.16559627844,Unpaid
1630,1630,2023-07-04,75155.04,Paid
1631,1631,2024-11-10,108193.66,Paid
1632,1632,2023-03-13,176491.2794436881,Unpaid
1633,1633,2023-07-21,100788.37,Paid
1634,1634,2024-11-21,55631.73,Unpaid
1635,1635,2023-10-15,82405.818882338,Unpaid
1636,1636,2024-01-20,88127.25,Unpaid
1637,1637,2024-08-13,180938.48156665973,Paid
1638,1638,2023-09-20,188299.89986798473,Unpaid
1639,1639,2023-07-05,102040.48940281215,Unpaid
1640,1640,2023-10-11,77745.22,Paid
1641,1641,2024-07-06,188467.33,Paid
1642,1642,2023-03-26,148356.33,Unpaid
1643,1643,2023-12-11,194315.12,Unpaid
1644,1644,2023-03-17,65866.06784016703,Unpaid
1645,1645,2023-08-05,159768.23,Unpaid
1646,1646,2023-03-08,141672.50230081304,Paid
1647,1647,2024-07-28,185589.21,Paid
1648,1648,2024-08-18,57472.42,Paid
1649,1649,2024-10-02,63773.28,Unpaid
1650,1650,2024-01-12,154101.70248168943,Paid
1651,1651,2023-10-28,92689.2,Paid
1652,1652,2024-11-16,167832.4935615147,Unpaid
1653,1653,2024-11-13,146194.05,Unpaid
1654,1654,2023-10-03,87517.7,Unpaid
1655,1655,2024-05-19,155362.08,Paid
1656,1656,2023-12-24,107817.88,Unpaid
1657,1657,2024-10-12,154732.65,Paid
1658,1658,2024-05-24,76003.69,Unpaid
1659,1659,2024-08-18,57039.42,Unpaid
1660,1660,2024-03-23,191101.53,Paid
1661,1661,2023-05-10,134728.1,Paid
1662,1662,2024-02-25,104349.16,Paid
1663,1663,2024-03-28,50240.33,Paid
1664,1664,2023-02-25,89022.99,Paid
1665,1665,2023-03-20,170953.71,Paid
1666,1666,2023-01-22,84809.88,Paid
1667,1667,2024-09-03,146378.19277961116,Unpaid
1668,1668,2023-12-13,102957.1,Unpaid
1669,1669,2023-11-17,128118.99,Unpaid
1670,1670,2024-03-26,51116.3,Paid
1671,1671,2023-03-19,61792.64,Paid
1672,1672,2024-04-05,118041.17432245496,Paid
1673,1673,2024-04-05,164264.37,Unpaid
1674,1674,2024-10-07,196192.22,Paid
1675,1675,2024-06-08,162393.57,Unpaid
1676,1676,2024-01-02,157365.11,Unpaid
1677,1677,2024-07-03,75199.52,Paid
1678,1678,2024-09-13,184280.86,Unpaid
1679,1679,2023-04-18,100754.71,Paid
1680,1680,2024-07-03,114332.93,Paid
1681,1681,2024-11-01,89965.77,Paid
1682,1682,2023-06-10,156311.6,Paid
1683,1683,2024-10-08,96794.5,Unpaid
1684,1684,2023-07-27,114088.58,Unpaid
1685,1685,2023-01-10,198005.19,Paid
1686,1686,2023-12-23,141827.52,Unpaid
1687,1687,2024-05-29,114276.94,Unpaid
1688,1688,2023-09-12,188589.41,Unpaid
1689,1689,2024-12-06,147807.7,Paid
1690,1690,2024-10-02,170931.7732569042,Unpaid
1691,1691,2023-10-01,155831.01042265573,Paid
1692,1692,2023-06-04,199660.42,Unpaid
1693,1693,2023-10-21,189469.70448314963,Paid
1694,1694,2024-10-08,64322.74,Unpaid
1695,1695,2023-04-21,199928.38,Unpaid
1696,1696,2023-05-21,179861.04,Paid
1697,1697,2024-07-02,93288.87,Unpaid
1698,1698,2024-03-18,86800.46223719453,Unpaid
1699,1699,2023-05-13,127430.95,Unpaid
1700,1700,2023-05-13,61144.43675675048,Unpaid
1701,1701,2024-12-26,58299.76,Unpaid
1702,1702,2024-02-27,157362.68,Paid
1703,1703,2024-11-26,149945.15750242225,Paid
1704,1704,2024-05-27,171050.46,Paid
1705,1705,2023-04-12,180407.26,Unpaid
1706,1706,2024-03-29,190355.85,Paid
1707,1707,2024-08-05,198050.03615157196,Paid
1708,1708,2024-06-27,142759.26,Unpaid
1709,1709,2024-09-26,132015.91,Unpaid
1710,1710,2023-04-18,165849.06,Unpaid
1711,1711,2023-02-06,149357.02,Unpaid
1712,1712,2023-08-02,69832.02317592912,Paid
1713,1713,2023-12-29,104169.68,Paid
1714,1714,2024-12-05,187425.75,Paid
1715,1715,2023-10-23,123450.46,Paid
1716,1716,2024-05-05,163290.87537418774,Unpaid
1717,1717,2023-08-03,99698.31,Paid
1718,1718,2023-02-16,112999.34,Unpaid
1719,1719,2024-09-04,163648.48,Unpaid
1720,1720,2023-09-05,152604.51456397836,Paid
1721,1721,2024-05-22,87110.31,Paid
1722,1722,2023-07-15,88078.52,Paid
1723,1723,2023-10-22,115464.30573270367,Paid
1724,1724,2023-12-28,128461.66,Paid
1725,1725,2023-07-03,75113.31,Unpaid
1726,1726,2024-08-02,82588.66,Paid
1727,1727,2024-01-29,109016.51,Unpaid
1728,1728,2023-10-08,168122.73,Unpaid
1729,1729,2023-08-18,64756.57100437394,Unpaid
1730,1730,2023-08-04,86086.39,Paid
1731,1731,2023-07-09,64466.614171916546,Paid
1732,1732,2023-01-25,60154.29,Unpaid
1733,1733,2023-10-06,82442.4074840991,Paid
1734,1734,2023-02-21,74790.58,Unpaid
1735,1735,2023-06-04,185534.72247610084,Paid
1736,1736,2024-04-03,175276.44223660263,Unpaid
1737,1737,2024-03-06,127438.27918886968,Unpaid
1738,1738,2023-10-15,180649.37,Paid
1739,1739,2024-07-06,111959.27,Unpaid
1740,1740,2024-06-07,71725.57,Unpaid
1741,1741,2023-09-04,67130.31745100219,Unpaid
1742,1742,2023-04-26,59971.11,Paid
1743,1743,2024-07-03,117083.7,Unpaid
1744,1744,2023-09-25,152944.34430876962,Paid
1745,1745,2023-02-09,158999.84,Paid
1746,1746,2024-08-20,106187.94,Unpaid
1747,1747,2023-12-25,86699.41,Unpaid
1748,1748,2023-07-29,91010.55,Unpaid
1749,1749,2024-10-17,95680.67898572914,Unpaid
1750,1750,2023-08-16,162321.69560809486,Paid
1751,1751,2023-11-05,182082.23957051366,Paid
1752,1752,2023-06-12,72916.92,Paid
1753,1753,2023-03-20,97718.4,Unpaid
1754,1754,2024-04-11,174650.09,Unpaid
1755,1755,2024-04-09,76549.38815771266,Unpaid
1756,1756,2023-12-22,157735.29902904926,Paid
1757,1757,2024-02-07,90889.45838815646,Unpaid
1758,1758,2024-06-18,103337.5,Unpaid
1759,1759,2023-09-25,149379.36212126532,Paid
1760,1760,2023-12-09,192167.30241327905,Paid
1761,1761,2023-01-23,127109.23133759417,Paid
1762,1762,2024-07-06,131653.83,Paid
1763,1763,2024-09-22,76426.72,Paid
1764,1764,2023-07-22,59023.692497110314,Paid
1765,1765,2024-09-28,112698.08,Paid
1766,1766,2024-01-02,113154.07,Paid
1767,1767,2023-12-22,189290.89,Unpaid
1768,1768,2024-07-02,120133.09,Unpaid
1769,1769,2023-10-17,140745.71,Paid
1770,1770,2023-12-18,186987.37,Unpaid
1771,1771,2024-01-12,56717.89,Paid
1772,1772,2023-12-23,79950.78968460171,Unpaid
1773,1773,2024-06-25,54288.8431264057,Paid
1774,1774,2024-03-12,173599.93,Paid
1775,1775,2024-05-05,125557.43,Unpaid
1776,1776,2024-11-11,68573.92,Unpaid
1777,1777,2023-03-30,143921.71,Unpaid
1778,1778,2023-01-11,139311.0,Paid
1779,1779,2024-11-26,131939.66,Paid
1780,1780,2024-02-24,67708.83,Paid
1781,1781,2023-05-03,87126.21,Paid
1782,1782,2024-04-01,165059.38,Unpaid
1783,1783,2024-08-03,61551.13,Unpaid
1784,1784,2023-09-14,188793.12,Unpaid
1785,1785,2023-11-14,54148.67034302634,Unpaid
1786,1786,2023-10-19,147784.6,Unpaid
1787,1787,2023-08-20,63102.68,Paid
1788,1788,2024-09-12,123342.56992848298,Unpaid
1789,1789,2023-02-21,88797.08,Unpaid
1790,1790,2024-02-17,179811.22,Unpaid
1791,1791,2023-06-27,68982.40026761837,Unpaid
1792,1792,2024-04-21,195581.11,Unpaid
1793,1793,2023-07-09,100060.48272853646,Unpaid
1794,1794,2023-08-09,198806.64,Unpaid
1795,1795,2024-11-09,157384.39265916368,Paid
1796,1796,2024-02-09,154500.65,Unpaid
1797,1797,2024-01-12,182150.69,Paid
1798,1798,2024-04-05,109144.18629926207,Paid
1799,1799,2024-04-16,162427.41,Paid
1800,1800,2023-02-21,64335.66,Unpaid
1801,1801,2023-03-18,76552.9413249462,Paid
1802,1802,2024-03-06,197927.95,Paid
1803,1803,2024-04-17,131861.38,Unpaid
1804,1804,2024-01-29,90166.33812827188,Unpaid
1805,1805,2024-05-17,121690.21,Unpaid
1806,1806,2024-03-25,108584.86,Unpaid
1807,1807,2023-01-08,73135.03,Paid
1808,1808,2023-12-05,55787.98,Paid
1809,1809,2023-07-16,89298.99,Paid
1810,1810,2023-12-16,134529.64307462206,Unpaid
1811,1811,2023-11-11,190332.85,Paid
1812,1812,2024-09-26,67161.25,Unpaid
1813,1813,2023-11-22,59851.152272204075,Unpaid
1814,1814,2024-11-01,104640.08,Unpaid
1815,1815,2023-11-09,147835.84,Paid
1816,1816,2024-05-26,189904.39,Paid
1817,1817,2023-01-12,81070.97,Paid
1818,1818,2023-07-07,121420.46,Unpaid
1819,1819,2024-11-06,54212.89,Paid
1820,1820,2023-07-05,76191.41,Paid
1821,1821,2024-09-17,105660.32,Unpaid
1822,1822,2024-10-05,157907.09,Paid
1823,1823,2024-07-03,84447.7,Paid
1824,1824,2023-01-27,144858.34,Unpaid
1825,1825,2024-09-09,103153.16940342174,Paid
1826,1826,2024-10-22,197119.95,Paid
1827,1827,2023-08-11,148585.69,Unpaid
1828,1828,2023-06-16,139625.76808580902,Unpaid
1829,1829,2024-12-12,91034.02,Paid
1830,1830,2023-04-03,159618.4682113489,Unpaid
1831,1831,2024-12-06,131021.51113829069,Unpaid
1832,1832,2023-05-07,119471.25992971621,Unpaid
1833,1833,2024-08-27,88367.88,Paid
1834,1834,2024-08-08,146814.99,Unpaid
1835,1835,2023-11-14,59792.48,Paid
1836,1836,2023-04-02,97058.25,Unpaid
1837,1837,2023-12-09,84886.84962382723,Paid
1838,1838,2023-05-18,184215.84351684462,Paid
1839,1839,2023-08-17,164836.96,Paid
1840,1840,2024-01-03,79124.209131277,Paid
1841,1841,2024-06-29,53708.33,Paid
1842,1842,2024-03-17,86979.66,Unpaid
1843,1843,2024-05-24,86982.25,Paid
1844,1844,2024-12-03,108235.10486631673,Unpaid
1845,1845,2024-08-05,90361.14,Unpaid
1846,1846,2024-06-27,113308.79,Paid
1847,1847,2023-01-30,64598.12685182776,Unpaid
1848,1848,2023-10-01,72899.85209680864,Unpaid
1849,1849,2023-06-08,159154.7222413186,Paid
1850,1850,2024-10-28,63857.86874996105,Paid
1851,1851,2024-01-28,102228.95,Paid
1852,1852,2023-07-15,74833.11,Unpaid
1853,1853,2023-12-18,95172.69,Unpaid
1854,1854,2023-04-07,153397.97,Unpaid
1855,1855,2024-04-22,58160.43,Unpaid
1856,1856,2023-07-09,176749.08,Paid
1857,1857,2023-04-13,76257.55,Paid
1858,1858,2023-10-22,96228.69,Paid
1859,1859,2023-12-18,94273.53416450965,Paid
1860,1860,2024-03-22,58618.56,Paid
1861,1861,2023-05-18,86166.77,Paid
1862,1862,2023-07-08,119044.12580790168,Paid
1863,1863,2023-09-18,155253.82,Paid
1864,1864,2023-04-08,129533.06,Unpaid
1865,1865,2023-09-04,74966.45,Paid
1866,1866,2023-07-27,98840.97,Paid
1867,1867,2024-03-22,88898.68,Paid
1868,1868,2023-08-06,73864.86658204255,Unpaid
1869,1869,2023-03-05,173573.68,Unpaid
1870,1870,2023-07-10,172726.08927308544,Paid
1871,1871,2024-05-27,197115.91,Unpaid
1872,1872,2024-10-06,111287.96698662953,Unpaid
1873,1873,2023-12-01,110895.24,Paid
1874,1874,2024-07-28,84754.13020686948,Paid
1875,1875,2024-02-27,105699.92,Paid
1876,1876,2023-09-05,194686.09,Unpaid
1877,1877,2024-07-15,141450.93224688628,Unpaid
1878,1878,2024-08-28,101469.68,Unpaid
1879,1879,2023-06-13,187701.4,Paid
1880,1880,2024-04-03,126591.59805301981,Paid
1881,1881,2024-06-10,115596.05,Unpaid
1882,1882,2023-05-13,189605.62060115536,Unpaid
1883,1883,2024-12-19,110597.53032667401,Unpaid
1884,1884,2023-08-28,164312.55,Paid
1885,1885,2023-10-31,88382.08,Paid
1886,1886,2024-12-21,75896.8,Paid
1887,1887,2024-06-28,188894.74,Paid
1888,1888,2023-04-23,74814.99095111337,Paid
1889,1889,2024-05-30,149242.61251945642,Unpaid
1890,1890,2024-08-14,64033.05,Unpaid
1891,1891,2023-01-19,108402.66,Unpaid
1892,1892,2023-02-07,146605.11,Unpaid
1893,1893,2023-08-09,116420.91,Unpaid
1894,1894,2024-11-10,84378.69,Paid
